x,y,z
2386,-141,-825
2516,-152,-818
2658,-163,-809
2804,-175,-798
2968,-188,-786
3168,-204,-778
2429,-146,-821
2573,-157,-816
2713,-168,-805
2864,-181,-793
3040,-195,-782
3248,-211,-774
2478,-151,-817
2624,-162,-812
2774,-174,-802
2932,-187,-790
3115,-201,-779
3323,-218,-767
2530,-155,-814
2681,-167,-809
2837,-179,-799
3004,-193,-787
3188,-207,-773
3398,-224,-760
2591,-161,-814
2739,-172,-805
2892,-184,-792
3080,-199,-784
3270,-214,-769
3489,-231,-755
2644,-165,-810
2801,-177,-801
2961,-189,-789
3148,-204,-778
3349,-220,-764
3582,-238,-749
2700,-169,-806
2865,-182,-798
3034,-195,-785
3228,-210,-773
3432,-226,-757
3672,-244,-741
2761,-174,-802
2922,-186,-791
3110,-200,-782
3305,-215,-767
3528,-232,-752
3774,-251,-735
2826,-178,-799
2996,-191,-789
3189,-205,-777
3391,-220,-762
3617,-238,-745
3891,-258,-729
2890,-182,-795
3067,-195,-784
3267,-210,-772
3479,-226,-756
3713,-243,-738
4004,-265,-722
2959,-186,-791
3148,-200,-781
3348,-214,-766
3563,-230,-748
3825,-250,-732
4132,-272,-715
3028,-189,-786
3228,-204,-776
3432,-219,-760
3662,-235,-742
3943,-256,-726
4260,-279,-707
3103,-193,-782
3308,-208,-770
3523,-223,-754
3766,-240,-736
4066,-262,-719
4387,-285,-697
3185,-197,-778
3389,-211,-764
3615,-227,-747
3880,-245,-730
4185,-267,-711
4536,-292,-689
3266,-200,-774
3477,-214,-758
3717,-231,-741
4007,-251,-725
4319,-272,-703
4686,-298,-678
3346,-203,-768
3573,-218,-753
3819,-234,-733
4118,-255,-715
4453,-277,-693
4855,-304,-668
