x,y,z
6659,894,2146
6209,832,2117
5807,777,2092
5447,729,2069
5134,686,2053
4824,645,2029
6856,922,2158
6400,859,2134
5968,800,2104
5579,747,2075
5248,702,2057
4945,662,2039
7061,951,2170
6571,883,2141
6130,822,2113
5728,768,2085
5386,721,2067
5066,678,2046
7286,981,2185
6768,910,2154
6329,849,2132
5896,790,2099
5512,738,2070
5195,695,2055
7429,1000,2173
6980,938,2169
6465,867,2129
6053,810,2108
5662,757,2081
5324,711,2062
7646,1028,2180
7199,966,2182
6689,895,2150
6225,832,2118
5821,777,2092
5461,728,2070
7865,1055,2184
7374,987,2180
6893,920,2163
6404,854,2129
5984,797,2103
5607,746,2079
8196,1097,2215
7559,1009,2178
7109,947,2176
6602,878,2143
6164,818,2117
5768,764,2091
8622,1150,2266
7777,1034,2181
7328,972,2187
6806,901,2155
6342,838,2127
5931,783,2101
8965,1190,2290
8060,1067,2200
7484,988,2176
7025,926,2170
6528,859,2137
6099,801,2112
9376,1239,2326
8512,1121,2260
7698,1011,2180
7252,950,2184
6734,881,2152
6277,820,2123
9692,1273,2334
8854,1159,2285
7954,1039,2193
7402,964,2173
6945,903,2165
6467,839,2136
10103,1318,2359
9249,1203,2319
8371,1085,2245
7617,985,2178
7171,925,2179
6670,859,2150
10303,1335,2332
9558,1234,2327
8742,1125,2279
7849,1007,2184
7360,942,2180
6877,879,2163
3405,437,746
9996,1280,2360
9112,1163,2308
8193,1042,2218
7532,956,2173
7095,898,2175
3413,434,723
10272,1303,2350
9475,1198,2329
8615,1086,2267
7784,978,2186
7311,917,2184
