x,y,z
2484,127,-301
2555,127,-267
2557,125,-225
2196,105,-157
2370,110,-131
2617,119,-102
2539,118,-293
2558,116,-253
2547,113,-210
2252,98,-148
2471,105,-122
2624,109,-87
2540,108,-279
2547,105,-237
2536,102,-194
2293,90,-138
2609,100,-114
2614,98,-71
2534,97,-264
2538,94,-222
2499,90,-177
2366,83,-129
2664,91,-101
2602,87,-56
2489,85,-244
2499,83,-204
2462,79,-160
2503,78,-121
2599,79,-83
2607,77,-41
2475,75,-229
2497,73,-189
2437,69,-144
2610,72,-111
2599,69,-68
2605,67,-25
2494,66,-216
2521,64,-176
2493,61,-133
2670,64,-98
2600,60,-53
2578,57,-10
2518,57,-203
2527,55,-161
2500,52,-118
2644,53,-81
2433,47,-35
2345,44,4
2478,47,-185
2515,46,-146
2375,41,-98
2367,39,-59
2166,34,-18
2294,35,18
2407,37,-165
2403,35,-125
2390,33,-84
2378,31,-44
2168,27,-4
2368,28,33
2399,29,-150
2386,27,-109
2371,25,-69
2377,24,-30
2336,22,9
2374,21,48
2361,20,-133
2487,20,-99
2438,18,-56
2515,17,-16
7419,46,74
2571,14,68
2598,14,-130
4986,24,-167
4997,21,-84
7373,28,-2
7534,24,123
8661,23,286
2646,6,-116
5006,9,-136
4983,6,-53
7383,5,44
8001,2,182
10742,-2,424
2760,-1,-104
4989,-5,-104
5302,-8,-22
7389,-15,91
8469,-22,247
10746,-32,493
4961,-17,-155
4962,-20,-72
0,0,0
7707,-37,145
10767,-57,383
10671,-61,558
