x,y,z
2368,122,-283
2561,133,-267
2557,135,-228
2109,113,-156
2358,128,-139
2527,139,-111
2330,127,-294
2448,135,-271
2559,143,-244
2100,119,-169
2249,129,-146
2425,140,-121
2302,132,-305
2316,135,-271
2565,151,-261
2292,136,-199
2071,125,-148
2307,141,-130
2257,136,-314
2273,139,-281
2467,152,-268
2498,156,-233
2044,129,-159
2224,142,-140
2112,134,-308
2116,135,-276
2107,136,-242
2124,139,-212
2045,135,-172
2101,140,-145
2030,134,-310
2048,136,-281
2048,138,-249
2056,140,-218
2052,141,-187
2057,143,-156
2026,139,-323
2050,142,-295
2053,144,-264
2054,145,-232
2055,147,-200
2057,148,-169
2023,144,-337
2051,147,-309
2058,149,-278
2052,150,-246
2065,152,-215
2073,154,-184
2035,150,-353
2048,152,-323
2056,154,-292
2055,155,-260
2071,158,-230
2106,162,-201
2041,155,-369
2064,158,-340
2061,159,-307
2075,162,-277
2086,164,-245
2160,171,-221
2051,161,-385
2101,166,-361
2126,169,-331
2129,171,-298
2198,178,-274
2400,196,-262
2146,173,-418
2060,167,-368
2131,174,-347
2130,175,-313
2136,177,-280
2332,195,-270
2136,176,-432
2058,171,-383
2132,178,-362
2133,180,-328
2135,181,-295
2215,190,-271
2157,182,-451
2154,183,-416
2063,177,-365
2132,184,-343
2129,185,-309
2140,187,-277
2116,182,-458
2138,186,-428
2064,180,-380
2134,188,-358
2134,189,-324
2153,192,-293
2069,182,-463
2180,193,-452
2126,189,-406
2074,186,-363
2135,193,-339
2139,195,-306
