x,y,z
2058,139,-842
2075,142,-808
2075,143,-768
2075,145,-728
2081,146,-692
2085,148,-655
2017,134,-841
2073,139,-824
2077,140,-784
2074,142,-744
2080,144,-707
2083,145,-670
1987,129,-845
2072,136,-839
2078,138,-801
2075,139,-760
2080,141,-722
2087,142,-686
1951,123,-846
2044,131,-845
2068,134,-813
2073,135,-775
2080,137,-738
2084,139,-701
1923,118,-849
2013,125,-848
2071,130,-831
2082,133,-794
2078,134,-753
2082,135,-715
1887,113,-849
1974,119,-847
2064,126,-844
2063,128,-802
2122,133,-784
2085,132,-731
1855,107,-850
1948,114,-852
2031,121,-846
2073,125,-822
2092,127,-789
2112,130,-756
1831,102,-854
1924,109,-857
1999,115,-848
2075,121,-838
2074,122,-797
2235,133,-816
1806,97,-857
1891,103,-857
1965,109,-849
2042,115,-841
2067,118,-810
2196,126,-817
1772,92,-856
1863,98,-859
1940,103,-853
2021,109,-847
2066,113,-824
2083,116,-791
0,0,0
1828,92,-857
1914,98,-856
1985,103,-847
2074,109,-843
2072,110,-801
0,0,0
1805,86,-861
1882,92,-857
1962,97,-852
2040,102,-844
2083,106,-820
0,0,0
0,0,0
1854,86,-858
1937,91,-855
2014,96,-847
2090,102,-837
0,0,0
0,0,0
1822,80,-857
1904,85,-854
1984,90,-849
2072,95,-845
0,0,0
0,0,0
1809,74,-865
1879,79,-857
1959,84,-852
2038,89,-845
0,0,0
0,0,0
0,0,0
1855,73,-859
1926,77,-852
2016,82,-850
