x,y,z
2254,156,-101
2232,152,-65
2372,159,-32
2619,173,5
2623,171,46
2639,169,88
2330,145,-104
2314,141,-67
2547,153,-34
2598,154,5
2611,152,46
2599,148,87
2539,140,-113
2545,138,-73
2574,137,-34
2574,134,6
2619,134,47
2595,130,87
2587,125,-114
2607,123,-74
2623,121,-33
2630,118,7
2628,116,48
2608,112,88
2624,108,-115
2624,105,-74
2619,102,-32
2620,100,8
2623,97,49
2609,94,90
2614,90,-113
2629,87,-72
2610,84,-31
2557,79,9
2569,77,50
2597,75,91
2611,72,-111
2565,67,-69
2616,66,-29
2551,62,11
2557,59,51
2570,56,92
2647,54,-111
2544,49,-66
2455,45,-25
0,0,0
2368,38,49
2317,34,85
2392,32,-98
2391,30,-60
2380,27,-22
2368,24,14
2376,22,52
2351,19,88
2563,17,-103
4988,28,-121
5017,22,-43
7405,25,53
10762,24,248
0,0,0
2734,0,-107
4969,-6,-115
0,0,0
7395,-25,61
2955,-13,71
10751,-62,431
2794,-19,-106
4897,-39,-108
5179,-47,-32
7842,-81,75
10851,-126,277
10794,-137,447
2838,-39,-104
4763,-70,-99
0,0,0
3497,-60,38
4290,-79,115
4744,-93,203
2969,-60,-104
3458,-74,-66
3488,-79,-12
4773,-114,59
4322,-109,123
4768,-126,211
3044,-83,-102
3455,-98,-61
3519,-104,-6
4740,-146,66
4503,-144,135
4798,-160,221
3157,-107,-101
3466,-122,-56
3778,-137,0
4790,-180,75
4794,-186,152
4793,-192,229
