x,y,z
1818,517,-858
1911,533,-859
1944,532,-831
2009,540,-816
1978,523,-762
1948,506,-712
1830,508,-856
1929,525,-858
1995,532,-844
1987,521,-799
1976,509,-754
1961,497,-709
1851,501,-857
1943,515,-856
1981,516,-830
1969,503,-784
2012,505,-760
1973,487,-705
1867,492,-856
1950,504,-850
1934,490,-802
1962,488,-772
1969,482,-735
1973,475,-698
1886,484,-855
1975,497,-852
1983,490,-813
1992,483,-776
2005,478,-740
2024,474,-708
1899,475,-852
1993,488,-851
2024,486,-821
2022,477,-778
2050,475,-748
2070,472,-715
1914,465,-849
2012,480,-849
2066,483,-828
2078,477,-791
2069,466,-746
2076,460,-708
1935,458,-849
2033,471,-848
2081,473,-825
2122,474,-798
2090,458,-744
2111,455,-711
1957,450,-849
2054,463,-847
2143,473,-839
2143,465,-796
2149,458,-755
2242,469,-745
1978,442,-848
2071,453,-844
2170,466,-839
2118,446,-776
2165,448,-751
2261,459,-741
1996,433,-845
2099,446,-845
2195,457,-838
2120,433,-767
2162,434,-740
2279,449,-737
2019,425,-844
2118,437,-841
2216,448,-835
2127,422,-759
2173,423,-733
2261,432,-720
2041,416,-843
2153,430,-844
2178,427,-810
2149,413,-756
2214,418,-737
2274,421,-714
2063,408,-841
2168,420,-839
2114,401,-775
2171,404,-753
2267,414,-743
2400,430,-742
2089,400,-840
2193,412,-837
2108,388,-763
2144,387,-733
2306,408,-745
2418,420,-735
2103,390,-835
2217,403,-835
2120,377,-756
2182,381,-735
2327,398,-740
2372,398,-709
