x,y,z
1916,509,-481
1935,512,-450
1941,513,-417
1491,393,-294
1927,507,-347
1953,514,-318
1920,518,-495
1943,523,-465
1932,518,-428
1927,516,-393
1925,514,-359
1940,518,-328
1923,527,-509
1946,532,-479
1943,530,-443
1929,524,-406
1912,519,-369
1950,528,-342
1934,538,-525
1938,538,-491
1936,535,-455
1934,533,-420
1898,522,-378
1918,527,-349
1931,545,-538
1941,546,-505
1951,547,-472
1943,544,-435
1935,540,-399
1931,538,-364
1946,558,-557
1949,556,-521
1945,553,-484
1942,551,-448
1933,547,-411
1907,538,-372
1930,561,-566
1952,565,-535
1948,561,-498
1943,558,-461
1939,555,-425
1932,552,-389
1928,568,-580
1953,573,-550
1949,569,-512
1950,567,-476
1912,555,-432
1939,561,-403
1933,576,-595
1956,581,-565
1950,576,-526
1949,574,-489
1945,571,-453
1945,570,-418
1938,585,-611
1951,586,-578
1956,585,-542
1950,581,-503
1946,578,-466
1948,577,-432
1925,588,-622
1952,593,-592
1955,592,-556
1957,590,-519
1958,588,-483
1947,583,-444
1938,599,-641
1936,596,-602
1959,599,-570
1956,596,-532
1958,594,-496
1948,590,-458
1939,606,-656
1935,602,-616
1954,605,-583
1961,604,-548
1959,601,-510
1948,596,-471
1991,629,-689
2023,636,-659
1944,608,-595
1965,611,-563
1949,604,-521
1960,605,-488
1939,619,-686
1988,631,-662
1989,628,-623
1987,624,-584
2031,635,-558
1965,612,-502
1944,627,-703
1981,635,-675
1987,633,-637
1989,631,-599
1996,630,-562
2022,636,-531
