x,y,z
3402,-2252,-752
3441,-2259,-686
3455,-2252,-615
0,0,0
0,0,0
0,0,0
3425,-2256,-740
3429,-2241,-667
0,0,0
0,0,0
0,0,0
0,0,0
3427,-2247,-723
3754,-2442,-712
0,0,0
0,0,0
0,0,0
0,0,0
3462,-2258,-713
3894,-2519,-719
0,0,0
0,0,0
0,0,0
0,0,0
3530,-2289,-709
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3741,-2411,-732
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3782,-2423,-721
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
