x,y,z
2403,38,-75
0,0,0
2199,30,-2
2377,30,33
2377,28,69
2362,25,104
2390,23,-82
2369,20,-46
2467,18,-10
2460,16,26
2512,13,65
10759,48,443
2682,9,-100
4993,11,-111
5023,6,-36
7383,1,58
8026,-6,185
10899,-19,416
2708,-7,-109
4970,-19,-125
4963,-24,-50
0,0,0
8147,-58,164
11010,-91,388
2804,-26,-121
4975,-51,-139
4935,-56,-63
5295,-66,11
8133,-110,141
11044,-162,359
2946,-46,-135
2989,-50,-91
3548,-63,-55
3502,-66,-1
0,0,0
4713,-100,140
3153,-70,-152
3008,-70,-100
3464,-84,-62
3497,-89,-10
4746,-126,57
4353,-120,119
3301,-94,-168
3108,-92,-111
3429,-105,-70
3489,-111,-18
4266,-141,41
4623,-158,115
3297,-116,-175
3467,-125,-132
3361,-125,-77
3495,-134,-27
4711,-187,34
4800,-196,108
3671,-153,-204
0,0,0
3492,-154,-87
3509,-158,-35
4741,-220,24
4799,-228,97
4478,-217,-258
5108,-253,-217
5070,-257,-138
3658,-189,-44
4743,-252,14
4795,-260,87
4940,-272,-295
5014,-282,-223
5008,-287,-147
4160,-244,-58
0,0,0
4770,-291,77
7832,-485,-483
5018,-316,-233
5042,-324,-157
5058,-331,-81
0,0,0
4759,-323,68
7705,-529,-490
8594,-600,-415
4894,-347,-162
4871,-352,-87
5043,-370,-13
0,0,0
4902,-370,-320
8572,-657,-429
5814,-452,-202
6049,-479,-118
0,0,0
0,0,0
7491,-617,-502
8450,-706,-437
0,0,0
0,0,0
0,0,0
0,0,0
