x,y,z
4527,-1391,2020
4286,-1331,2006
4054,-1274,1989
3843,-1223,1975
3647,-1177,1962
3471,-1137,1955
4556,-1371,2021
4315,-1313,2007
4082,-1257,1990
3869,-1206,1975
3677,-1162,1966
3501,-1123,1958
4594,-1354,2024
4347,-1295,2008
4114,-1240,1992
3895,-1189,1975
3706,-1147,1968
3516,-1104,1953
4630,-1336,2026
4385,-1279,2012
4152,-1225,1997
3929,-1174,1979
3744,-1134,1973
3549,-1090,1957
4670,-1318,2028
4421,-1261,2014
4190,-1209,2000
3964,-1158,1981
3768,-1116,1971
3581,-1076,1960
4703,-1298,2027
4465,-1245,2018
4225,-1192,2001
4004,-1144,1986
3799,-1100,1972
3618,-1062,1965
4748,-1281,2030
4501,-1227,2018
4264,-1176,2003
4038,-1127,1987
3827,-1082,1970
3645,-1046,1963
4798,-1264,2035
4544,-1210,2021
4310,-1161,2008
4076,-1111,1989
3866,-1068,1974
3676,-1030,1963
4844,-1246,2037
4590,-1193,2024
4351,-1144,2010
4116,-1096,1992
3908,-1054,1978
3717,-1016,1968
4895,-1229,2040
4639,-1177,2027
4387,-1126,2009
4158,-1080,1994
3944,-1038,1979
3751,-1000,1968
4952,-1212,2045
4685,-1159,2028
4439,-1111,2014
4208,-1066,1999
3987,-1023,1982
3799,-988,1975
5012,-1196,2049
4736,-1142,2031
4490,-1095,2018
4256,-1051,2003
4027,-1007,1983
3835,-972,1975
5076,-1180,2055
4795,-1127,2036
4538,-1078,2020
4303,-1035,2006
4079,-993,1989
3872,-956,1975
5135,-1163,2058
4848,-1110,2038
4593,-1063,2024
4348,-1018,2006
4123,-978,1991
3915,-941,1977
5199,-1146,2061
4908,-1093,2042
4651,-1048,2028
4399,-1002,2009
4173,-963,1994
3962,-927,1980
5275,-1131,2068
4976,-1078,2047
4704,-1030,2029
4459,-988,2014
4228,-949,1999
4009,-912,1982
