x,y,z
2824,-18,-105
4963,-27,-108
2925,-12,-19
7379,-23,64
8200,-17,197
10729,-9,422
2730,0,-106
4984,6,-118
4992,11,-42
7395,25,50
2589,11,57
2455,13,92
2427,16,-99
2458,19,-63
2384,21,-24
2354,23,11
2376,26,48
2379,29,84
2393,32,-103
0,0,0
0,0,0
0,0,0
2549,45,46
2537,48,85
2573,52,-116
2560,54,-76
2548,57,-37
0,0,0
2544,62,40
2572,66,80
2554,69,-121
2610,73,-84
2580,75,-43
2523,76,-4
2611,81,35
2609,84,75
2490,83,-124
2607,90,-90
2629,93,-50
2602,95,-10
2610,98,29
2605,101,69
2421,97,-127
2669,110,-99
2638,111,-57
2616,113,-16
2614,115,23
2620,118,63
2420,113,-133
2591,123,-103
2565,125,-62
2590,128,-23
2601,131,16
2599,134,56
2379,127,-137
2546,138,-108
2576,142,-70
2582,144,-30
2597,148,9
2605,151,49
2302,137,-140
2354,143,-106
2291,141,-68
2382,149,-34
2610,165,1
2640,170,42
2245,148,-143
2306,154,-111
2227,151,-73
2260,155,-39
2622,183,-5
2644,187,34
2182,158,-145
2235,164,-114
2235,166,-80
2234,168,-46
2632,200,-13
2638,203,26
2157,170,-151
2223,177,-121
2305,186,-90
2226,181,-52
2708,223,-22
2642,220,18
2041,174,-149
2191,188,-126
2121,184,-90
2214,194,-59
2554,226,-29
2639,236,10
2031,186,-156
2179,201,-133
2098,195,-96
2157,202,-65
2265,214,-33
2640,252,1
