x,y,z
2477,25,-808
2627,22,-804
2770,18,-794
2847,13,-762
2944,9,-732
2946,4,-678
2565,19,-817
2701,16,-807
2790,11,-780
2899,7,-755
2949,3,-712
2952,-1,-659
2597,14,-807
2763,10,-805
2816,6,-766
2933,1,-743
2952,-2,-692
2947,-7,-637
2663,8,-808
2819,4,-801
2886,0,-764
2963,-4,-729
2957,-8,-673
2966,-13,-620
2719,3,-805
2864,-1,-792
2938,-5,-757
2961,-10,-707
2962,-14,-653
2959,-18,-598
2780,-2,-802
2870,-6,-773
2968,-11,-743
2957,-15,-685
2963,-19,-632
2961,-23,-578
2839,-7,-798
2914,-11,-763
2961,-16,-720
2952,-20,-662
2957,-24,-610
2990,-28,-562
2889,-12,-790
2967,-17,-755
2967,-21,-699
2963,-25,-644
3001,-29,-597
3083,-33,-558
2922,-17,-777
2966,-21,-733
2973,-25,-679
3061,-30,-643
3093,-34,-593
3110,-38,-541
2949,-22,-762
2983,-26,-715
3081,-31,-681
3117,-35,-632
3130,-38,-578
3113,-42,-519
2971,-26,-746
3091,-31,-718
3128,-35,-669
3145,-39,-615
3143,-42,-558
3112,-45,-497
3070,-31,-747
3125,-35,-703
3164,-39,-653
3178,-43,-599
3147,-46,-536
3118,-49,-476
3126,-35,-738
3170,-39,-690
3206,-43,-639
3181,-46,-577
3137,-49,-513
3133,-52,-456
3155,-39,-721
3195,-43,-672
3224,-47,-619
3185,-49,-554
3137,-51,-490
3132,-54,-434
3182,-43,-704
3242,-47,-658
3239,-50,-599
3160,-51,-527
3136,-54,-468
3144,-57,-414
3207,-46,-686
3262,-49,-638
3227,-52,-573
3146,-53,-502
3132,-56,-445
3147,-59,-392
