x,y,z
1911,-150,-851
2014,-161,-849
2106,-170,-840
2215,-181,-834
2326,-193,-825
2457,-206,-820
1945,-156,-850
2050,-166,-848
2145,-176,-838
2247,-187,-829
2372,-199,-824
2508,-213,-818
1974,-161,-846
2085,-172,-846
2185,-182,-837
2294,-193,-828
2421,-206,-823
2554,-220,-814
2012,-166,-845
2116,-177,-841
2218,-187,-832
2338,-199,-826
2470,-213,-820
2606,-227,-812
2044,-171,-842
2153,-182,-838
2259,-193,-830
2383,-206,-824
2518,-220,-817
2656,-234,-808
2083,-176,-841
2192,-187,-836
2309,-199,-830
2431,-212,-822
2562,-226,-812
2716,-242,-806
2115,-181,-836
2237,-193,-835
2347,-204,-825
2479,-218,-819
2612,-232,-809
2772,-248,-802
2156,-186,-835
2272,-198,-830
2396,-210,-824
2529,-224,-816
2669,-239,-806
2823,-255,-796
2206,-192,-836
2317,-203,-828
2439,-216,-819
2580,-230,-813
2731,-246,-804
2893,-263,-794
2240,-196,-831
2365,-209,-826
2489,-221,-817
2636,-236,-811
2787,-252,-800
2952,-269,-789
2280,-201,-827
2413,-214,-824
2548,-228,-816
2689,-242,-806
2839,-258,-794
3025,-277,-786
2323,-205,-824
2462,-219,-821
2593,-232,-811
2752,-249,-804
2908,-265,-792
3093,-284,-781
2371,-210,-822
2513,-224,-818
2654,-239,-810
2802,-254,-798
2966,-270,-786
3167,-291,-777
2427,-215,-822
2571,-230,-817
2713,-244,-807
2865,-259,-794
3039,-277,-782
3244,-298,-772
2471,-220,-818
2619,-234,-812
2771,-249,-802
2930,-265,-790
3116,-284,-779
3316,-304,-765
2528,-225,-816
2676,-239,-808
2833,-255,-798
3003,-272,-787
3191,-290,-774
3407,-312,-761
