x,y,z
4147,516,1984
3926,503,1972
3718,492,1961
3524,481,1950
3327,469,1930
3208,468,1952
4091,529,1978
3881,517,1970
3677,505,1959
3479,493,1944
3301,483,1934
3153,477,1937
4043,543,1975
3839,531,1968
3640,519,1958
3443,506,1943
3301,501,1953
3095,485,1920
4005,558,1975
3798,545,1966
3595,531,1952
3402,518,1938
3294,518,1968
3067,498,1921
3970,573,1976
3763,559,1966
3561,545,1952
3374,532,1940
3237,526,1952
3038,510,1921
3921,586,1970
3723,572,1963
3524,558,1949
3324,542,1928
3206,539,1950
3004,521,1916
3885,601,1969
3687,586,1960
3490,571,1947
3309,557,1935
3136,544,1924
2978,533,1915
3850,615,1968
3650,599,1957
3454,583,1942
3313,575,1954
3105,556,1920
2952,545,1914
3816,629,1966
3622,613,1957
3426,596,1942
3305,592,1965
3079,568,1919
2928,557,1914
3777,643,1961
3585,626,1953
3393,609,1938
3257,601,1951
3054,580,1918
2898,568,1909
3750,658,1962
3560,640,1953
3358,620,1932
3213,610,1939
3025,591,1914
2877,580,1909
3712,670,1955
3524,652,1947
3329,633,1929
3193,624,1940
3004,604,1914
2853,591,1907
3691,686,1957
3502,667,1948
3321,649,1937
3154,633,1929
2983,616,1913
2834,603,1907
3665,700,1956
3479,681,1947
3319,666,1948
3116,643,1918
2963,628,1913
2813,614,1905
3637,713,1953
3451,693,1943
3304,681,1951
3092,654,1915
2939,640,1909
2796,627,1905
3619,728,1954
3432,707,1944
3308,699,1964
3076,668,1915
2921,652,1908
2776,637,1903
