x,y,z
0,0,0
0,0,0
0,0,0
2287,1541,-439
2658,1781,-459
2781,1854,-427
0,0,0
0,0,0
0,0,0
1142,768,-224
2670,1787,-471
2775,1848,-437
0,0,0
0,0,0
0,0,0
0,0,0
2653,1772,-478
2774,1843,-447
0,0,0
0,0,0
0,0,0
0,0,0
2744,1829,-506
2772,1838,-457
0,0,0
0,0,0
0,0,0
0,0,0
2758,1834,-518
2773,1834,-468
0,0,0
0,0,0
2370,1592,-548
2662,1776,-562
2765,1833,-530
2776,1831,-478
0,0,0
0,0,0
2584,1730,-606
2755,1832,-592
2764,1827,-539
2778,1826,-489
0,0,0
0,0,0
2644,1765,-630
2770,1836,-604
2773,1826,-551
2779,1820,-498
0,0,0
2520,1689,-660
3043,2023,-735
2780,1836,-616
2780,1823,-561
2786,1817,-509
0,0,0
2715,1813,-720
2809,1860,-688
2787,1832,-627
2783,1818,-571
2794,1814,-520
0,0,0
2695,1791,-724
2820,1859,-699
2799,1831,-638
2792,1815,-582
2793,1805,-528
2603,1737,-761
2816,1862,-765
2831,1857,-711
2811,1830,-650
2624,1697,-555
2791,1794,-537
2588,1718,-764
2822,1856,-775
2838,1851,-721
2825,1829,-662
2481,1595,-532
2793,1785,-546
2737,1807,-816
2830,1851,-785
2839,1842,-730
2838,1827,-673
2851,1823,-620
0,0,0
2717,1783,-818
2829,1839,-793
2852,1839,-741
2897,1854,-695
0,0,0
0,0,0
2696,1758,-819
2849,1841,-806
2853,1828,-749
0,0,0
0,0,0
0,0,0
