x,y,z
2265,121,-823
2188,118,-754
2264,124,-739
2383,133,-735
2467,139,-718
2504,143,-685
2229,116,-828
2291,121,-808
2236,120,-747
2276,124,-720
2452,136,-732
2574,144,-723
2121,108,-805
2291,118,-826
2204,115,-753
2278,121,-737
2407,130,-736
2455,135,-707
2061,102,-798
2251,113,-829
2324,118,-812
2251,117,-745
2335,123,-731
2469,132,-730
2061,98,-815
2207,107,-830
2311,114,-825
2228,112,-755
2307,118,-739
2430,126,-736
2072,95,-836
2113,99,-811
2265,108,-826
2359,115,-817
2274,112,-745
2379,120,-737
2037,90,-838
2095,95,-821
2234,103,-832
2332,110,-825
2258,108,-757
2336,114,-741
2009,85,-843
2104,91,-840
2193,97,-833
2292,103,-827
2394,110,-819
2294,107,-744
1974,80,-844
2071,86,-843
2112,89,-819
2253,97,-830
2355,104,-824
2306,104,-764
1949,75,-849
2037,80,-846
2110,85,-834
2212,91,-832
2316,98,-827
2427,104,-822
1916,70,-850
2008,75,-849
2091,80,-842
2174,85,-834
2273,91,-828
2386,97,-825
1883,64,-851
1973,69,-850
2058,74,-845
2143,79,-838
2236,84,-831
2337,90,-825
1855,59,-853
1944,64,-853
2023,68,-846
2112,73,-841
2199,78,-833
2300,84,-828
1829,53,-856
1913,58,-854
1996,62,-850
2077,67,-842
2166,72,-836
2265,77,-831
1798,48,-855
1881,52,-854
1962,56,-850
2037,60,-841
2136,66,-840
2230,70,-834
0,0,0
1857,47,-858
1935,50,-853
2015,55,-847
2098,59,-840
2194,64,-836
