x,y,z
1764,903,-867
1855,937,-864
1958,977,-863
2054,1012,-856
2156,1051,-848
2175,1050,-807
1743,895,-868
1836,929,-867
1929,964,-862
2023,998,-855
2134,1041,-852
2167,1047,-816
1730,890,-872
1819,922,-869
1907,954,-863
2000,988,-856
2100,1026,-850
2161,1045,-826
1707,880,-872
1798,913,-870
1875,939,-860
1974,976,-857
2073,1013,-850
2159,1044,-836
1687,870,-871
1778,903,-871
1864,934,-865
1956,968,-859
2053,1004,-853
2161,1045,-849
1666,860,-871
1759,894,-872
1839,922,-864
1935,957,-861
2036,995,-857
2141,1035,-851
1655,854,-874
1741,885,-872
1824,914,-867
1921,950,-865
2011,982,-856
2118,1023,-853
1634,844,-873
1721,875,-872
1805,904,-867
1905,942,-867
1991,972,-858
2090,1008,-851
1626,839,-877
1714,871,-877
1789,896,-869
1883,929,-866
1971,961,-859
2062,993,-850
1610,831,-877
1699,862,-879
1775,887,-871
1861,918,-865
1956,952,-861
2055,988,-856
1604,826,-882
1680,852,-877
1760,878,-872
1842,907,-865
1935,940,-861
2029,973,-855
1587,817,-881
1667,843,-878
1742,868,-871
1820,893,-863
1922,931,-864
2020,966,-859
1574,809,-882
1654,835,-879
1725,857,-870
1813,888,-868
1901,918,-862
1999,953,-859
1562,800,-882
1639,826,-879
1719,852,-875
1800,879,-869
1886,908,-863
1981,942,-859
1551,793,-883
1630,818,-881
1709,844,-877
1785,869,-869
1873,899,-865
1970,933,-862
1536,783,-881
1619,810,-881
1693,833,-875
1773,860,-870
1861,889,-866
1956,922,-863
