x,y,z
2963,-2030,-151
2946,-2019,-92
2976,-2042,-35
0,0,0
0,0,0
0,0,0
2997,-2062,-141
2972,-2045,-81
2977,-2051,-23
0,0,0
0,0,0
1404,-974,72
2994,-2068,-129
2991,-2067,-70
2952,-2041,-11
0,0,0
0,0,0
1421,-989,78
2996,-2077,-117
2993,-2075,-58
1528,-1060,0
1197,-832,23
1376,-958,54
1481,-1034,88
2998,-2085,-105
2991,-2080,-46
1319,-918,5
1207,-841,28
1394,-974,61
0,0,0
2989,-2084,-93
2988,-2084,-34
0,0,0
1254,-876,35
1439,-1008,69
1599,-1123,108
2983,-2085,-81
2988,-2089,-22
0,0,0
1346,-943,43
0,0,0
1594,-1123,115
2976,-2084,-68
0,0,0
1344,-942,22
1392,-977,50
1590,-1119,89
1596,-1126,121
2975,-2087,-56
0,0,0
0,0,0
1418,-997,57
1595,-1124,96
1600,-1131,128
2974,-2089,-44
1396,-981,6
0,0,0
0,0,0
1597,-1127,102
1595,-1128,134
2973,-2090,-32
0,0,0
1403,-987,40
0,0,0
1592,-1124,108
1594,-1129,141
2980,-2096,-20
0,0,0
1462,-1029,47
1590,-1121,83
1593,-1125,115
1595,-1130,147
2745,-1931,-8
1398,-983,23
0,0,0
1590,-1121,89
1590,-1123,121
1593,-1128,154
0,0,0
1418,-997,29
0,0,0
1594,-1123,96
1595,-1127,128
1594,-1129,160
0,0,0
1399,-983,34
0,0,0
1596,-1124,103
1595,-1126,135
1596,-1129,167
0,0,0
1410,-990,40
0,0,0
1595,-1122,109
1596,-1125,141
1597,-1129,173
