x,y,z
1932,705,41
1952,713,73
1951,715,104
1953,717,136
1960,722,168
1965,726,200
1941,723,38
1956,730,70
1964,734,102
1961,735,133
1965,738,166
1978,746,199
2050,780,37
2057,783,70
2060,786,103
2057,787,136
2059,789,170
2060,792,204
2034,789,32
2056,799,66
2054,800,99
2054,801,133
2058,805,167
2058,808,200
2035,805,28
2062,817,62
2062,818,96
2061,820,129
2060,821,163
2061,824,197
2048,826,24
2060,832,58
2068,836,92
2060,835,125
2056,836,159
2056,838,193
2051,843,20
2066,850,54
2067,852,88
2065,853,121
2066,855,155
2072,860,190
2048,858,15
2065,866,49
2072,870,83
2061,867,117
2069,872,151
2069,875,185
2052,876,10
2078,887,45
2075,887,79
2059,882,112
2070,888,147
2077,894,182
2058,894,6
2076,902,40
2080,905,74
2075,904,108
2075,906,142
2079,910,177
2060,910,0
2080,920,34
2084,923,69
2073,919,103
2084,925,138
2085,928,173
2064,928,-4
2084,937,29
2083,938,64
2081,938,98
2085,941,133
2096,948,169
2070,946,-10
2090,956,24
2089,956,58
2083,954,93
2091,960,128
2089,961,163
2072,963,-16
2088,970,18
2090,972,53
2079,968,87
2094,976,123
2094,978,158
2077,981,-22
2085,985,12
2084,985,47
2093,990,82
2098,994,117
2092,993,152
2076,996,-28
2081,998,6
2084,1000,41
2097,1007,76
2096,1008,111
2097,1010,147
