x,y,z
1850,-862,822
4260,-2010,2003
4002,-1913,1988
3755,-1821,1970
3533,-1740,1956
3327,-1666,1944
1866,-866,836
4227,-1986,2003
3967,-1888,1986
3720,-1796,1966
3505,-1719,1954
3298,-1645,1939
4441,-2051,2006
4191,-1959,2000
3937,-1865,1984
3696,-1777,1966
3482,-1700,1954
3282,-1630,1942
4391,-2018,1998
4152,-1931,1995
3908,-1842,1983
3668,-1754,1964
3458,-1680,1952
3260,-1611,1940
4385,-2004,2009
4128,-1909,1997
3876,-1817,1979
3645,-1734,1963
3432,-1658,1948
3237,-1591,1937
4364,-1982,2012
4101,-1886,1996
3848,-1793,1976
3623,-1713,1961
3417,-1641,1950
3218,-1572,1935
4326,-1952,2006
4075,-1862,1995
3827,-1772,1976
3596,-1690,1957
3393,-1620,1945
3207,-1557,1937
4303,-1929,2007
4047,-1836,1991
3804,-1749,1973
3580,-1671,1957
3377,-1601,1945
3189,-1538,1935
4276,-1903,2004
4027,-1814,1991
3787,-1729,1974
3569,-1653,1959
3365,-1584,1946
3176,-1521,1934
4259,-1880,2006
4009,-1792,1991
3766,-1706,1971
3552,-1633,1958
3346,-1563,1941
3166,-1505,1934
4233,-1854,2002
3989,-1769,1989
3753,-1687,1971
3543,-1616,1959
3338,-1547,1943
3154,-1487,1933
4215,-1830,2001
3970,-1745,1986
3734,-1664,1968
3526,-1595,1956
3331,-1531,1945
3146,-1471,1932
4196,-1806,1999
3958,-1725,1986
3722,-1644,1967
3518,-1577,1956
3326,-1515,1946
3134,-1452,1929
4182,-1783,1999
3941,-1701,1984
3713,-1625,1967
3512,-1559,1957
3317,-1497,1945
3128,-1436,1929
4173,-1762,1999
3930,-1680,1983
3701,-1604,1965
3503,-1540,1956
3306,-1477,1942
3127,-1421,1931
4167,-1742,2001
3919,-1658,1981
3694,-1584,1965
3494,-1521,1954
3303,-1461,1942
3122,-1405,1930
