x,y,z
2297,616,610
2287,621,648
2281,627,688
6696,1867,2144
6239,1764,2115
5830,1672,2089
2257,621,607
2248,626,644
2243,633,684
6603,1888,2137
6156,1785,2109
5761,1695,2085
2225,627,605
2215,632,642
2209,639,681
6581,1929,2151
6080,1807,2103
5689,1715,2079
2186,632,601
2181,638,639
2169,643,675
6513,1956,2150
6004,1828,2097
5627,1738,2076
2147,636,596
2148,643,635
2143,650,674
6402,1969,2134
5944,1854,2095
5567,1761,2073
2119,642,595
2114,649,632
2094,651,665
6211,1956,2089
5877,1877,2091
5502,1782,2066
2081,646,590
2084,655,629
2058,655,659
6198,1998,2104
5814,1900,2086
5445,1805,2062
2049,651,586
2056,661,626
2039,664,659
6153,2029,2107
5756,1924,2083
5394,1829,2060
2006,652,579
2022,665,621
2007,668,654
6084,2052,2100
5705,1950,2081
5341,1852,2056
1969,654,573
1996,671,618
1976,672,649
1938,668,674
5651,1974,2077
5291,1875,2052
1934,656,568
1964,674,613
1948,677,645
1935,681,678
5597,1997,2072
5242,1898,2048
1902,659,563
1940,680,610
1916,680,639
5511,1981,1945
5503,2005,2052
5200,1922,2045
1913,677,570
1908,683,604
1914,693,643
5471,2008,1944
5425,2018,2037
5162,1947,2044
1892,683,568
1910,697,609
1913,707,647
5396,2021,1931
5349,2030,2021
5130,1974,2044
1896,698,573
1922,716,617
1915,722,651
5326,2035,1917
5277,2043,2006
5095,2000,2042
1895,712,576
1916,728,619
5320,2046,1821
5256,2048,1903
5201,2053,1989
5054,2023,2038
