x,y,z
1930,576,-501
1953,577,-473
1921,563,-433
1939,563,-404
1927,554,-369
1937,552,-339
1923,559,-495
1947,561,-467
1940,553,-432
1931,546,-398
1907,534,-361
1951,542,-337
1919,544,-489
1946,546,-462
1942,539,-428
1931,531,-393
1902,519,-356
1948,527,-332
1921,530,-485
1943,531,-457
1939,524,-423
1910,512,-384
1924,511,-355
1949,513,-328
1919,515,-479
1928,512,-448
1935,509,-417
1938,505,-385
1908,493,-348
1950,499,-323
1982,517,-490
1501,388,-345
1928,493,-411
1723,436,-338
1946,488,-350
1963,488,-321
1962,498,-479
1479,371,-336
1723,428,-362
1911,470,-370
1948,475,-345
1958,473,-314
1893,466,-457
1933,471,-434
1947,470,-404
1948,465,-372
1959,463,-341
1952,458,-308
1948,466,-465
1965,465,-435
1971,462,-403
1968,456,-370
2016,463,-346
1986,452,-308
1986,461,-468
2090,480,-457
2002,455,-404
2018,453,-373
2051,457,-346
2044,451,-311
2050,461,-476
2049,456,-441
2041,449,-406
2051,447,-373
2047,442,-339
2035,435,-304
2056,448,-471
2078,448,-441
2069,441,-404
2082,439,-373
2338,489,-380
2235,462,-327
2248,474,-508
2173,453,-454
2230,460,-429
2113,431,-371
2493,504,-397
2260,453,-324
2118,432,-472
2205,445,-454
2178,435,-412
2109,416,-364
2630,514,-411
2264,438,-317
2097,414,-460
2177,425,-441
2111,407,-392
2105,402,-356
2835,535,-433
2263,423,-309
2109,402,-455
2109,397,-419
2092,390,-381
2251,415,-373
2913,531,-436
2279,411,-304
