x,y,z
6569,1420,2134
6133,1329,2111
5724,1245,2085
5364,1171,2063
5036,1104,2042
4737,1043,2023
6780,1460,2152
6334,1367,2133
5885,1274,2098
5492,1193,2069
5159,1125,2050
4846,1062,2029
6969,1493,2161
6504,1397,2141
6036,1300,2105
5638,1218,2079
5285,1147,2058
4969,1083,2039
7195,1534,2178
6674,1426,2147
6218,1332,2121
5788,1244,2089
5418,1168,2066
5091,1102,2047
7416,1572,2191
6871,1460,2159
6434,1370,2146
5939,1268,2097
5554,1190,2073
5219,1123,2056
7532,1588,2171
7075,1494,2170
6552,1386,2135
6112,1297,2111
5701,1213,2083
5349,1142,2063
7819,1637,2196
7300,1531,2186
6765,1421,2153
6314,1330,2132
5873,1241,2099
5485,1163,2071
8151,1695,2231
7472,1556,2182
6957,1451,2162
6486,1356,2139
6024,1262,2104
5631,1184,2080
8345,1722,2223
7660,1583,2180
7185,1487,2178
6657,1380,2144
6211,1291,2121
5789,1207,2091
2700,552,699
8027,1645,2225
7420,1522,2193
6861,1410,2157
6436,1326,2147
5953,1230,2103
2710,550,682
8300,1685,2239
7544,1534,2174
7072,1440,2169
6555,1338,2135
6118,1252,2111
2727,548,667
2747,552,721
7818,1574,2194
7322,1477,2190
6773,1368,2153
6340,1284,2137
2748,547,652
2746,547,700
8209,1637,2242
7477,1492,2179
6976,1394,2163
6493,1301,2137
2762,544,636
2770,546,686
8436,1664,2242
7648,1510,2172
7209,1425,2180
6688,1325,2149
2773,540,619
2786,543,670
2790,544,721
7974,1556,2204
7425,1451,2189
6891,1349,2160
2792,538,603
2807,540,655
2800,539,703
8369,1614,2252
7574,1462,2176
7108,1374,2174
