x,y,z
2882,-2033,-408
2988,-2100,-362
2956,-2071,-299
2952,-2063,-239
2953,-2061,-180
2970,-2070,-122
2898,-2047,-399
2983,-2099,-350
2949,-2068,-286
2951,-2065,-227
2960,-2068,-169
2970,-2073,-111
2975,-2103,-397
2976,-2095,-337
2949,-2070,-274
2953,-2068,-215
2966,-2073,-157
2966,-2071,-98
2984,-2110,-386
2973,-2094,-324
2948,-2070,-262
2951,-2067,-203
2967,-2075,-145
2971,-2075,-87
2987,-2112,-375
2969,-2091,-312
2949,-2071,-250
2947,-2064,-191
2968,-2075,-133
2970,-2074,-74
2977,-2104,-361
2964,-2087,-299
2951,-2071,-238
2946,-2063,-179
2967,-2074,-121
2972,-2075,-62
2971,-2098,-348
2962,-2084,-287
2950,-2069,-226
2958,-2069,-168
2969,-2073,-109
2980,-2078,-51
2974,-2098,-336
2952,-2074,-274
2951,-2067,-214
2967,-2073,-156
2971,-2072,-97
2979,-2075,-38
2972,-2093,-323
2953,-2071,-261
2947,-2061,-202
2972,-2073,-144
2976,-2072,-85
2984,-2076,-26
2963,-2082,-310
2955,-2068,-249
2952,-2060,-190
2976,-2072,-132
2977,-2069,-73
2986,-2072,-14
2963,-2078,-297
2962,-2069,-237
2962,-2062,-178
2967,-2061,-119
2971,-2059,-60
2907,-2013,-1
2964,-2073,-285
2963,-2064,-225
2977,-2067,-166
2961,-2051,-106
2971,-2054,-48
1570,-1084,5
2968,-2069,-272
2965,-2059,-212
2987,-2068,-154
2963,-2046,-94
2970,-2047,-36
0,0,0
2975,-2066,-260
2968,-2053,-200
2961,-2043,-141
2947,-2028,-81
2978,-2045,-23
0,0,0
2978,-2061,-248
0,0,0
2941,-2021,-127
3106,-2129,-73
3096,-2118,-11
0,0,0
2975,-2050,-235
2952,-2026,-174
3067,-2099,-120
3058,-2087,-59
0,0,0
0,0,0
