x,y,z
1943,677,-19
1958,682,11
1962,685,43
1965,687,74
1962,687,106
1964,690,138
1937,689,-23
1955,696,7
1960,699,39
1960,700,70
1962,702,102
1977,709,135
1937,704,-28
1961,713,3
1959,713,34
1954,712,66
1969,719,98
1976,724,131
1944,721,-32
1961,728,-1
1966,730,30
1958,729,62
1971,735,94
1973,737,126
2055,778,-39
2067,783,-6
2066,783,27
2061,782,60
2063,784,94
2063,786,127
2032,785,-44
2057,795,-11
2060,796,21
2059,797,55
2066,801,89
2073,805,123
2037,802,-50
2057,810,-17
2065,814,16
2064,814,50
2071,818,84
2081,824,118
2040,819,-55
2060,827,-22
2069,831,11
2070,832,44
2074,835,79
2084,840,113
2053,839,-62
2066,845,-28
2070,847,5
2070,847,39
2075,850,73
2085,856,108
2050,853,-68
2067,860,-34
2075,864,0
2068,861,33
2079,867,67
2084,870,102
2060,873,-74
2073,878,-40
2079,880,-6
2066,876,27
2077,881,62
2085,886,96
2070,892,-81
2082,897,-47
2083,898,-13
2081,897,21
2077,896,55
2098,906,91
2083,914,-88
2083,913,-54
2086,914,-19
2094,918,15
2092,918,49
2105,924,85
2084,930,-95
2089,931,-61
2092,932,-26
2092,932,8
2098,935,43
2108,941,78
2084,945,-102
2090,946,-68
2091,946,-33
2095,948,1
2102,952,36
2109,956,72
2083,960,-110
2092,963,-75
2093,963,-40
2101,966,-5
2105,968,30
2112,972,65
