x,y,z
2083,974,-117
2103,983,-83
2090,976,-47
2103,982,-12
2104,983,22
2116,989,58
2100,998,-126
2107,999,-91
2107,999,-55
2108,999,-19
2116,1003,15
2119,1005,51
2107,1016,-134
2115,1018,-99
2106,1013,-63
2106,1013,-27
2109,1014,8
2121,1020,44
2105,1030,-142
2113,1032,-107
2106,1028,-70
2103,1026,-35
2114,1031,0
2122,1035,36
2113,1049,-151
2116,1049,-115
2110,1044,-79
2107,1042,-43
2113,1045,-7
2122,1049,28
2117,1066,-160
2117,1064,-124
2120,1064,-87
2109,1057,-51
2114,1059,-15
2124,1065,21
2117,1081,-169
2124,1082,-133
2118,1077,-96
2114,1074,-59
2120,1076,-23
2127,1080,13
2119,1096,-178
2123,1096,-141
2119,1092,-104
2117,1090,-68
2117,1089,-31
2120,1091,4
2120,1111,-187
2131,1114,-151
2125,1109,-113
2122,1106,-76
2124,1106,-39
2122,1105,-3
2126,1129,-197
2132,1129,-160
2128,1125,-122
2121,1119,-85
2129,1123,-48
2128,1122,-11
2132,1146,-206
2133,1144,-169
2129,1139,-131
2130,1138,-94
2128,1135,-57
2128,1135,-20
2215,1205,-224
2148,1165,-180
2134,1155,-141
2130,1151,-103
2125,1147,-66
2134,1152,-29
3146,1732,-333
3147,1728,-277
3111,1704,-219
2297,1256,-121
2190,1196,-77
2174,1186,-39
3024,1684,-334
3156,1752,-292
3150,1745,-236
2615,1446,-149
2634,1454,-104
2944,1624,-65
2968,1672,-342
3154,1771,-307
3154,1766,-250
2607,1457,-160
2592,1446,-114
2913,1623,-77
2985,1700,-358
3166,1797,-322
3162,1790,-265
2848,1608,-188
2576,1452,-124
2818,1587,-86
