x,y,z
0,0,0
0,0,0
5380,-1102,2063
5029,-1035,2046
4690,-970,2021
4398,-915,2006
0,0,0
5677,-1161,2090
5268,-1082,2061
4913,-1013,2038
4597,-953,2019
4311,-899,2003
0,0,0
5505,-1128,2068
5148,-1059,2054
4797,-991,2028
4492,-933,2010
4220,-882,1996
0,0,0
5385,-1105,2064
5031,-1036,2046
4692,-971,2021
4399,-915,2005
4130,-865,1988
5670,-1160,2086
5274,-1083,2061
4919,-1014,2038
4604,-954,2020
4311,-898,2000
4036,-846,1978
5502,-1126,2065
5155,-1059,2054
4805,-991,2029
4501,-933,2011
4227,-881,1996
3966,-832,1978
5384,-1101,2061
5044,-1036,2048
4708,-971,2024
4408,-914,2005
4134,-862,1987
3889,-816,1972
5284,-1080,2062
4933,-1012,2040
4619,-952,2022
4324,-896,2001
4055,-845,1982
3823,-802,1971
5176,-1057,2057
4830,-990,2033
4526,-932,2016
4239,-877,1995
3978,-828,1977
3753,-787,1967
5059,-1032,2047
4732,-969,2027
4433,-911,2008
4161,-860,1991
3906,-812,1973
3688,-772,1964
4950,-1007,2039
4644,-949,2024
4351,-893,2005
4080,-842,1985
3840,-797,1971
3612,-755,1954
4855,-985,2035
4553,-928,2019
4270,-874,2000
4005,-824,1980
3771,-781,1966
3561,-743,1957
4751,-961,2025
4462,-906,2011
4192,-855,1995
3927,-806,1972
3709,-766,1964
3497,-728,1952
4670,-941,2024
4383,-887,2008
4108,-836,1987
3865,-791,1971
3643,-750,1959
3441,-714,1949
4579,-919,2017
4303,-867,2002
4041,-819,1984
3804,-775,1970
3583,-735,1955
3379,-699,1943
4497,-899,2012
4220,-847,1994
3967,-800,1978
3736,-758,1964
3524,-720,1951
3320,-684,1936
