x,y,z
2343,35,1010
4439,77,2015
4161,83,1987
3891,88,1953
3712,94,1959
3519,99,1950
4651,87,2034
4339,92,1998
4100,97,1986
3869,102,1970
3658,107,1956
3468,112,1948
4542,101,2016
4278,106,1998
4028,111,1978
3811,115,1967
3607,120,1955
3416,123,1944
4462,116,2008
4203,120,1990
3975,124,1978
3751,128,1962
3550,132,1949
3362,135,1938
4389,131,2002
4137,134,1985
3918,138,1976
3698,141,1959
3500,144,1947
3316,147,1936
4317,145,1996
4073,148,1980
3853,151,1968
3647,154,1956
3449,156,1942
3264,159,1929
4255,160,1993
4018,162,1978
3801,164,1966
3599,166,1955
3408,168,1943
3255,172,1947
4189,174,1987
3968,176,1978
3752,178,1964
3549,179,1951
3357,180,1936
3254,186,1970
4135,189,1985
3912,190,1973
3702,191,1961
3499,191,1946
3312,192,1933
3176,196,1945
4071,203,1978
3858,203,1969
3652,204,1957
3456,204,1944
3263,204,1926
3137,207,1943
4027,217,1979
3810,217,1967
3608,217,1955
3412,216,1941
3258,218,1944
3071,216,1923
3973,231,1975
3765,230,1965
3563,229,1952
3368,228,1937
3259,232,1966
3034,228,1920
3925,245,1972
3715,243,1960
3518,242,1948
3330,240,1935
3208,243,1956
3001,239,1919
3875,259,1968
3676,257,1960
3480,255,1947
3282,252,1927
3165,255,1949
2964,250,1915
3835,273,1968
3629,270,1954
3434,267,1941
3260,265,1933
3116,265,1938
2928,261,1911
3788,287,1963
3596,284,1956
3397,280,1939
3260,280,1952
3046,274,1913
2900,273,1911
