x,y,z
0,0,0
0,0,0
0,0,0
2340,36,1577
2595,46,1836
2527,51,1879
0,0,0
0,0,0
2886,51,1865
2791,55,1893
2659,59,1894
2523,62,1888
0,0,0
3116,61,1932
2930,64,1905
2786,67,1901
2640,69,1892
2502,72,1884
3231,70,1921
3098,73,1932
2918,75,1909
2770,78,1901
2622,80,1890
2487,82,1883
3230,83,1931
3080,85,1931
2908,87,1913
2750,89,1899
2606,90,1889
2472,92,1882
3231,96,1941
3045,97,1919
2888,98,1909
2737,100,1899
2591,101,1888
2460,102,1883
3233,109,1952
3029,109,1918
2878,110,1912
2722,110,1897
2580,111,1888
2445,112,1880
3221,122,1954
3011,121,1915
2858,121,1907
2708,121,1896
2570,122,1889
2434,122,1880
3214,135,1957
3002,133,1917
2849,133,1908
2700,132,1898
2556,132,1886
2424,132,1880
3195,148,1953
2990,145,1916
2833,144,1905
2686,143,1895
2541,142,1882
2411,142,1877
3168,160,1943
2982,157,1918
2828,155,1908
2675,154,1893
2536,152,1885
2404,151,1878
3155,172,1941
2970,169,1916
2811,166,1902
2667,164,1893
2530,163,1886
2400,161,1880
3147,185,1941
2962,180,1915
2806,178,1903
2660,175,1893
2520,173,1883
2393,171,1879
3141,197,1941
2956,192,1915
2801,189,1904
2657,186,1895
2512,183,1881
2389,181,1880
3124,209,1934
2952,204,1916
2796,200,1903
2648,197,1892
2510,193,1883
2384,191,1880
3116,222,1932
2944,216,1914
2791,211,1903
2642,207,1890
2504,203,1881
2379,201,1878
