x,y,z
2161,448,-144
2525,524,-128
0,0,0
2702,563,-52
2684,561,-9
2685,563,32
2151,461,-149
2395,514,-128
2436,523,-91
2647,570,-57
2634,568,-16
2640,571,25
2077,459,-150
2414,534,-136
2594,575,-105
2574,572,-63
2589,576,-22
2590,578,18
2068,472,-155
2371,541,-140
2542,581,-110
2512,575,-69
2541,583,-29
2546,586,10
2065,485,-161
2259,531,-140
2504,590,-116
2488,587,-75
2501,591,-36
2504,593,3
2089,505,-170
2294,555,-150
2388,578,-118
2462,597,-82
2461,598,-43
2466,600,-4
2156,536,-182
2148,534,-147
2413,601,-127
2417,602,-88
2415,603,-49
2419,605,-11
2362,604,-208
2095,535,-150
2251,576,-125
2380,609,-94
2378,609,-56
2383,612,-18
2325,610,-213
2091,549,-157
2227,585,-132
2338,614,-101
2337,614,-63
2341,616,-26
2291,617,-218
2090,562,-165
2181,587,-137
2296,618,-107
2306,621,-70
2307,622,-33
2208,609,-218
2114,583,-174
2144,591,-142
2270,626,-114
2276,628,-77
2275,629,-41
2098,593,-215
2107,595,-182
2103,594,-147
2220,627,-119
2237,632,-84
2242,634,-48
2097,607,-223
2106,609,-190
2105,608,-155
2157,623,-124
2210,639,-91
2214,641,-56
2160,640,-239
2169,642,-204
2105,622,-164
2112,624,-130
2168,641,-98
2180,645,-63
2055,622,-236
2063,624,-203
2073,627,-170
2118,640,-138
2137,646,-105
2142,647,-70
2100,650,-250
2110,652,-216
2109,651,-181
2117,653,-147
2120,654,-112
2121,655,-78
