x,y,z
2963,1648,181
2981,1661,235
2987,1669,289
2985,1673,343
3064,1724,408
3118,1761,472
2168,1194,122
2189,1208,162
2236,1237,206
2544,1411,280
2265,1261,290
3122,1744,457
2099,1144,108
2105,1149,146
2111,1155,184
2108,1156,221
2112,1163,260
3121,1725,441
2105,1135,99
2107,1139,137
2109,1142,174
2102,1141,211
2101,1144,249
3097,1692,423
2104,1123,90
2107,1126,127
2103,1126,164
2102,1128,201
2100,1131,238
2392,1292,314
2101,1109,80
2101,1110,117
2103,1113,154
2103,1116,191
2097,1116,228
2152,1149,272
2090,1090,71
2107,1100,108
2104,1101,145
2097,1099,181
2103,1106,219
2102,1108,256
2088,1077,62
2093,1080,98
2100,1085,135
2097,1086,172
2097,1089,209
2102,1094,246
2063,1051,52
2093,1067,89
2094,1069,126
2095,1071,162
2098,1076,199
2099,1079,236
2069,1041,44
2088,1051,80
2095,1056,117
2100,1060,153
2093,1059,189
2098,1064,227
2071,1029,35
2087,1037,71
2090,1040,107
2094,1044,144
2094,1046,180
2103,1053,218
2069,1014,27
2091,1026,63
2090,1026,99
2093,1029,135
2095,1032,171
2093,1034,207
2073,1003,18
2079,1006,54
2079,1007,89
2091,1014,126
2095,1018,162
2096,1021,199
2072,989,10
2083,994,46
2084,995,81
2089,999,117
2090,1001,153
2092,1004,189
2069,973,2
2086,981,38
2085,981,73
2088,984,109
2088,985,144
2089,988,180
2066,958,-5
2088,969,30
2088,969,65
2082,967,100
2086,970,136
2090,974,172
