x,y,z
10374,-164,1622
10368,-171,1778
10325,-177,1930
10312,-183,2087
10304,-190,2247
10203,-195,2386
10381,-142,1552
10376,-149,1709
10340,-155,1861
10322,-161,2017
10305,-167,2174
10310,-174,2337
10392,-122,1483
10387,-128,1639
10369,-134,1794
10324,-140,1945
10315,-146,2104
10304,-153,2263
10401,-103,1414
10396,-109,1569
10386,-115,1726
10335,-120,1875
10320,-127,2033
10309,-133,2191
10411,-85,1344
10405,-91,1499
10389,-96,1654
10359,-102,1807
10323,-108,1960
10313,-113,2118
10412,-68,1273
10412,-73,1428
10396,-79,1583
10393,-84,1740
10333,-90,1888
10324,-95,2045
10445,-52,1204
10417,-57,1356
10403,-62,1511
10388,-68,1666
10359,-73,1819
10328,-78,1972
10590,-37,1148
10428,-42,1285
10413,-47,1439
10404,-52,1594
10386,-58,1750
10336,-63,1900
2809,-6,285
2920,-7,339
10425,-33,1368
10403,-38,1521
10393,-43,1676
10350,-48,1827
2708,-2,256
10579,-15,1156
10450,-20,1297
10407,-25,1448
10395,-30,1603
10385,-35,1759
2759,0,241
2783,-1,284
2861,-2,335
10432,-13,1377
10408,-18,1531
10392,-22,1686
0,0,0
0,0,0
2835,0,312
10423,-2,1302
10401,-7,1455
10398,-11,1612
2969,5,218
2739,4,242
2761,2,284
2828,1,333
10414,2,1384
10375,-1,1534
2937,7,195
0,0,0
0,0,0
2776,4,307
10421,10,1310
10386,6,1461
2923,9,174
2927,8,217
2725,6,242
2729,5,283
2851,4,338
10434,14,1393
2818,10,148
2890,9,194
0,0,0
2590,7,250
2775,6,309
10427,20,1318
