x,y,z
3668,567,1956
3477,543,1943
3303,521,1933
3156,503,1936
2975,480,1912
2823,461,1901
3711,583,1957
3523,558,1947
3331,533,1929
3208,518,1946
3008,492,1912
2859,473,1904
3760,599,1960
3573,574,1953
3380,548,1935
3254,533,1952
3054,506,1919
2900,486,1910
3806,615,1961
3615,589,1952
3429,563,1941
3296,547,1955
3093,518,1922
2934,497,1910
3862,632,1966
3670,605,1959
3472,577,1942
3303,554,1936
3142,532,1929
2977,510,1915
3921,649,1972
3717,620,1960
3530,593,1951
3330,565,1928
3203,549,1943
3018,522,1919
3978,666,1975
3771,636,1964
3572,607,1949
3389,581,1938
3278,567,1964
3062,535,1923
4025,681,1972
3828,652,1968
3633,624,1957
3443,596,1944
3309,578,1958
3098,546,1920
4092,700,1978
3891,670,1974
3687,639,1961
3490,610,1946
3314,584,1936
3167,563,1938
4159,718,1983
3949,685,1976
3739,654,1962
3548,625,1951
3348,595,1930
3231,579,1951
4222,735,1985
4004,701,1975
3797,669,1965
3597,639,1952
3419,612,1944
3304,597,1968
4305,756,1995
4065,718,1977
3858,685,1968
3654,654,1955
3467,625,1944
3304,601,1941
4375,774,1998
4138,736,1983
3926,702,1974
3721,670,1962
3524,639,1948
3336,610,1932
4460,794,2005
4218,755,1992
3977,716,1971
3778,685,1963
3584,654,1952
3399,625,1940
4541,814,2010
4290,773,1994
4054,734,1978
3843,700,1967
3642,668,1955
3458,639,1945
4626,834,2015
4373,792,2001
4128,752,1983
3902,715,1967
3705,683,1959
3518,653,1949
