x,y,z
1741,-901,617
1742,-909,655
1798,-946,716
1792,-953,755
1804,-970,803
4227,-2299,1985
1746,-894,620
1828,-944,689
1801,-938,719
1798,-946,759
1807,-961,805
4234,-2278,1990
1747,-885,622
1831,-935,691
1808,-931,723
1800,-936,760
1812,-952,808
4246,-2258,1996
1760,-882,628
1754,-886,663
1816,-925,726
1803,-927,762
1815,-943,809
4251,-2235,1998
1755,-869,627
1839,-917,696
1823,-917,730
1810,-920,765
1822,-935,812
4264,-2214,2004
1758,-860,628
1841,-907,697
1823,-907,730
1817,-912,768
1824,-925,813
4284,-2197,2012
1770,-855,633
1847,-899,699
1827,-897,731
1819,-901,768
1835,-919,817
4284,-2169,2010
1856,-885,664
1838,-883,696
1839,-891,736
1830,-895,773
1839,-909,818
4294,-2146,2012
1774,-835,634
1843,-874,697
1839,-880,735
1839,-887,775
1844,-899,819
4303,-2121,2013
1855,-861,663
1848,-864,698
1843,-869,736
1841,-876,775
1854,-891,822
4313,-2096,2014
1816,-831,648
1852,-854,699
1843,-857,735
1844,-865,775
1864,-883,825
4322,-2070,2013
5928,-2675,2113
5589,-2541,2106
1822,-835,725
1855,-858,778
1867,-872,824
4336,-2046,2014
5948,-2646,2116
5574,-2497,2096
5214,-2355,2070
4875,-2221,2040
1815,-835,799
4333,-2014,2007
5965,-2613,2117
5589,-2466,2097
5226,-2324,2069
4904,-2200,2046
4621,-2093,2029
4347,-1989,2007
5990,-2583,2120
5609,-2437,2098
5246,-2297,2071
4927,-2176,2049
4635,-2066,2029
4367,-1967,2010
6008,-2551,2121
5632,-2408,2101
5262,-2268,2070
4946,-2150,2050
4651,-2040,2029
4386,-1944,2011
