x,y,z
2035,157,-405
2061,156,-375
2052,152,-338
2055,149,-304
2052,145,-269
2062,143,-236
2028,148,-392
2051,146,-361
2051,143,-326
2045,139,-291
2097,140,-263
2350,153,-256
2037,140,-381
2068,139,-352
2131,140,-326
2222,142,-303
2280,143,-272
2572,157,-265
2190,141,-397
2247,141,-369
2284,140,-336
2293,138,-299
2342,137,-266
2564,147,-249
2256,136,-395
2299,135,-363
2310,133,-326
2340,131,-291
2531,139,-272
2569,138,-234
2300,130,-389
2333,128,-354
2355,126,-318
2449,128,-290
2559,131,-260
2565,128,-218
2340,123,-381
2420,124,-353
2543,127,-328
2551,124,-286
2554,121,-244
2528,117,-200
2395,117,-375
2518,120,-352
2555,118,-314
2553,115,-271
2557,112,-228
2420,104,-176
2536,115,-381
2513,110,-335
2549,109,-297
2547,106,-254
2550,103,-212
2297,90,-153
2530,105,-365
2552,103,-324
2542,100,-280
2545,97,-238
2531,94,-194
2323,84,-140
2492,95,-343
2539,94,-307
2519,91,-262
2512,88,-219
2505,85,-177
2381,78,-129
2495,87,-328
2504,85,-286
2500,82,-244
2500,79,-202
2475,76,-159
2509,75,-120
2482,78,-310
2500,76,-270
2496,74,-228
2499,72,-186
2438,68,-141
2605,70,-108
2476,71,-293
2497,69,-254
2505,67,-212
2516,65,-171
2479,62,-128
2614,63,-91
2493,64,-279
2528,62,-241
2536,60,-199
2531,58,-156
2569,57,-116
2579,55,-73
2527,57,-267
2530,55,-224
2531,53,-182
2488,50,-137
2477,48,-95
2371,44,-52
