x,y,z
1687,645,-873
1767,663,-871
1837,677,-862
1916,694,-855
2014,718,-854
2008,705,-809
1693,635,-871
1772,652,-869
1849,669,-863
1932,687,-858
2017,706,-851
1986,684,-795
1699,625,-869
1785,645,-870
1862,660,-864
1939,676,-855
1971,676,-827
1968,665,-784
1706,615,-867
1789,633,-866
1869,650,-862
1954,668,-857
1974,664,-823
1971,653,-780
1715,606,-866
1805,627,-869
1876,639,-859
1967,659,-857
2038,672,-843
1967,639,-773
1729,599,-868
1812,616,-866
1890,631,-860
1976,649,-855
2023,653,-831
1983,631,-774
1742,591,-868
1825,608,-866
1906,623,-861
1984,638,-852
1955,618,-798
1985,618,-769
1747,580,-864
1838,599,-866
1912,612,-857
1972,621,-841
1958,606,-793
1976,602,-759
1754,570,-861
1844,588,-862
1927,604,-857
1963,604,-830
1949,590,-783
1977,589,-753
1772,563,-862
1857,579,-861
1941,595,-856
1956,589,-820
1952,578,-778
1969,574,-744
1788,556,-863
1872,571,-861
1960,587,-858
1962,577,-816
1951,565,-770
1963,559,-735
1799,547,-861
1883,561,-858
1964,575,-852
1946,560,-802
1951,552,-764
1927,536,-715
1811,537,-859
1899,553,-858
1955,559,-840
1947,547,-795
2030,560,-787
1950,530,-717
1831,531,-861
1918,545,-859
1952,545,-831
2022,554,-818
2007,541,-771
1962,520,-714
1840,520,-857
1931,536,-857
1951,531,-823
1989,532,-797
1981,521,-753
1967,509,-709
1853,511,-855
1945,526,-854
1989,528,-831
1977,516,-784
1964,504,-739
1957,493,-697
