x,y,z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4818,-348,-35
4814,-341,37
0,0,0
0,0,0
0,0,0
0,0,0
5009,-328,-48
4768,-306,26
4780,-301,98
4774,-295,170
0,0,0
0,0,0
3704,-218,-44
4780,-275,14
4789,-270,86
4778,-264,158
4773,-258,230
4756,-252,301
3535,-184,-51
3981,-203,2
4796,-239,74
4788,-233,147
4776,-227,218
4770,-222,290
3491,-159,-59
3609,-160,-7
4807,-208,62
4796,-202,134
4790,-197,206
4788,-192,279
3465,-135,-68
3526,-134,-16
4358,-161,44
4772,-171,121
4794,-166,193
4799,-161,266
3402,-111,-77
3487,-110,-26
4070,-124,30
4374,-128,98
4770,-135,179
4444,-121,234
