x,y,z
4513,200,-680
4868,219,-658
5215,238,-625
5731,265,-600
5932,278,-531
6972,332,-519
4377,201,-690
4700,219,-669
5064,240,-643
5324,255,-594
6014,293,-580
6502,321,-529
4243,202,-700
4532,219,-677
4884,239,-654
5223,259,-619
5785,291,-597
5860,299,-517
4111,202,-707
4398,219,-688
4725,238,-666
5085,260,-638
5280,273,-582
6062,318,-576
3990,201,-715
4266,218,-698
4555,236,-674
4915,258,-651
5252,279,-615
5653,304,-576
3872,200,-722
4126,216,-704
4414,234,-684
4758,255,-664
5112,278,-634
5294,292,-576
3766,199,-730
4009,215,-714
4286,232,-695
4589,252,-673
4946,275,-649
5276,297,-611
3664,198,-737
3897,213,-722
4145,229,-702
4439,248,-683
4789,271,-662
5125,294,-630
3561,195,-743
3783,210,-729
4029,226,-712
4304,245,-693
4606,265,-670
4984,291,-648
3475,194,-751
3679,207,-735
3910,223,-719
4160,240,-699
4465,261,-681
4809,285,-659
3389,191,-757
3580,204,-742
3802,220,-727
4044,236,-709
4323,256,-690
4645,278,-669
3308,189,-764
3494,202,-750
3690,215,-732
3938,233,-718
4188,250,-698
4492,272,-678
3218,185,-767
3405,198,-756
3601,212,-741
3815,227,-723
4060,245,-706
4342,265,-686
3138,182,-772
3327,195,-763
3506,208,-747
3714,223,-732
3950,240,-715
4219,259,-697
3060,178,-776
3234,191,-767
3419,204,-754
3612,218,-738
3833,234,-722
4088,253,-705
2994,175,-782
3151,186,-771
3340,200,-762
3522,213,-746
3726,228,-728
3975,247,-714
