x,y,z
2655,429,169
2677,436,212
2610,429,248
2601,431,289
2597,434,330
2592,437,372
2608,440,172
2609,443,213
2662,456,260
2747,474,312
10590,1847,1375
10594,1864,1546
2816,494,193
2816,498,237
2813,502,281
2866,515,332
10591,1920,1399
10560,1932,1566
2809,513,198
2813,517,243
2876,533,294
2854,533,337
10595,1996,1423
10563,2008,1590
2809,533,204
2809,536,249
2858,550,298
2841,551,342
10599,2073,1447
10563,2083,1612
2812,553,210
2826,560,256
2855,570,304
10624,2137,1301
10612,2151,1470
10576,2161,1636
2812,573,216
2819,578,261
2865,592,310
10628,2213,1322
10609,2226,1490
10571,2236,1656
2817,594,221
2819,599,266
2872,614,316
10620,2288,1340
10594,2300,1507
10575,2314,1676
2814,614,226
2821,619,271
2864,633,320
10612,2363,1357
10593,2376,1526
10571,2390,1694
2819,636,231
2818,639,275
2864,654,325
10585,2435,1371
10523,2438,1533
10461,2443,1694
2822,657,235
2822,661,280
2865,675,329
4102,973,537
4059,970,597
4035,972,659
2817,676,239
2824,682,284
2860,695,333
3991,976,529
3958,975,588
3938,977,649
2824,699,243
2831,705,288
2854,715,336
3892,981,521
3853,978,578
3831,980,637
2898,739,253
2914,747,300
2980,769,355
3791,984,512
3755,981,568
3728,981,625
2892,759,256
2881,760,300
3349,889,402
3690,985,503
3657,983,557
3636,984,613
2881,778,257
2877,781,303
3583,978,434
3594,987,493
3569,986,548
3548,987,602
