x,y,z
0,0,0
0,0,0
0,0,0
0,0,0
1708,-356,-871
1743,-358,-849
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1762,-372,-866
0,0,0
0,0,0
0,0,0
0,0,0
1684,-370,-872
1754,-380,-868
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1745,-388,-870
0,0,0
0,0,0
0,0,0
0,0,0
1672,-386,-879
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
