x,y,z
2758,568,-208
2326,480,-138
2596,537,-113
2577,534,-72
2817,585,-34
2841,592,10
2741,584,-215
2256,481,-141
2529,540,-118
2484,532,-76
2491,535,-37
2832,609,2
2240,493,-182
2236,492,-147
2450,540,-122
2450,541,-83
2484,550,-44
2742,608,-6
2239,507,-190
2234,507,-153
2428,551,-128
2432,553,-90
2477,565,-52
2509,573,-13
2618,611,-231
2314,541,-167
2347,549,-132
2392,560,-96
2375,557,-57
2446,575,-20
2637,634,-241
2691,647,-203
2253,542,-134
2342,564,-102
2328,561,-64
2464,595,-28
2708,669,-258
2691,665,-213
2242,554,-141
2309,571,-108
2292,568,-71
2424,601,-36
2777,705,-275
2781,706,-230
2252,571,-150
2298,583,-116
2424,616,-83
2367,602,-43
2781,724,-286
2776,723,-240
2293,597,-161
2292,597,-124
2373,619,-90
2357,615,-52
2723,727,-290
2629,702,-237
2505,669,-185
2262,604,-131
2336,624,-97
2346,628,-60
2544,696,-281
2451,670,-231
2791,763,-217
2246,614,-138
2327,637,-106
2314,634,-68
2753,772,-316
2450,686,-241
2792,782,-229
2251,630,-148
2297,643,-113
2308,647,-77
2730,783,-325
2383,683,-244
2783,797,-239
2275,651,-158
2300,658,-123
2330,667,-86
2725,799,-336
2444,716,-261
2634,771,-237
2498,731,-184
2247,657,-129
2373,694,-98
2783,834,-355
2450,734,-272
2431,727,-229
2789,834,-217
2248,672,-138
2321,694,-105
2796,856,-369
2450,749,-283
2461,751,-243
2766,844,-228
2255,688,-148
2261,690,-112
