x,y,z
5003,196,417
10573,427,1058
10562,439,1234
10546,451,1411
10532,464,1589
10521,477,1767
4992,211,448
10574,461,1125
10563,474,1302
10546,487,1478
10536,500,1656
10503,513,1831
4996,228,480
10566,496,1191
10557,510,1367
10543,523,1544
10533,537,1723
10492,550,1897
10573,519,1081
10562,533,1256
10552,547,1433
10536,560,1609
10526,575,1788
10482,588,1961
10564,556,1145
10567,570,1322
10554,585,1498
10531,599,1674
10493,612,1847
10491,629,2028
10562,594,1209
10532,607,1382
10529,623,1559
10512,637,1736
10490,652,1912
10477,668,2091
10524,631,1268
10539,647,1447
10524,662,1622
10509,677,1799
10487,693,1975
10471,709,2154
10539,671,1333
10537,687,1509
10524,703,1685
10500,719,1862
10477,735,2038
10472,753,2220
10528,713,1395
10539,730,1573
10524,746,1749
10497,762,1925
10481,779,2103
10467,797,2283
10523,754,1457
10525,772,1634
10515,789,1811
10491,805,1986
10478,823,2166
10461,841,2345
10519,797,1518
10525,816,1696
10510,833,1873
10481,850,2048
10477,869,2229
10426,885,2401
10507,841,1578
10518,860,1756
10503,878,1933
10484,896,2110
10475,916,2291
10098,903,2387
10505,887,1638
10522,907,1818
10496,924,1993
10480,943,2171
10469,963,2352
9761,918,2365
10526,935,1702
10507,953,1876
10491,972,2053
10480,991,2232
10426,1008,2404
9445,933,2345
10537,983,1763
10506,1001,1936
10490,1020,2114
10473,1040,2292
10090,1023,2385
9201,953,2339
10523,1030,1819
10497,1049,1993
10520,1073,2179
10469,1090,2351
9768,1038,2365
8870,962,2306
