x,y,z
3164,468,-308
3170,465,-258
3166,461,-208
3169,458,-158
3043,437,-104
5146,734,-95
3247,458,-311
3262,456,-261
3280,455,-210
3295,453,-159
3164,432,-103
3438,466,-58
3349,448,-315
3372,447,-264
3385,445,-211
3406,444,-159
3290,426,-102
3564,458,-55
3461,439,-320
3498,440,-268
3536,441,-215
3549,439,-160
3541,434,-104
3654,444,-50
3560,427,-323
3560,423,-266
3552,418,-209
3585,418,-155
3910,452,-107
3719,426,-44
4096,464,-364
4107,460,-300
4123,457,-235
4146,455,-171
4394,478,-112
3892,419,-38
5156,548,-448
0,0,0
8193,853,-452
5211,537,-205
5238,534,-123
4417,446,-34
5155,514,-437
5131,505,-353
5125,499,-271
5234,504,-194
5259,501,-112
5218,492,-29
5204,483,-430
5161,473,-344
5201,471,-264
5247,470,-183
5245,464,-100
5198,455,-17
5255,453,-422
7596,646,-489
5254,441,-254
5243,434,-171
5248,430,-88
5204,421,-5
5264,419,-410
5151,404,-319
5154,398,-237
5129,391,-154
5207,391,-74
5363,398,7
5223,381,-394
0,0,0
5585,395,-243
5930,413,-163
5971,409,-70
5284,357,21
7129,473,-519
8023,523,-456
5618,361,-229
6000,379,-149
5967,371,-54
5067,310,34
7272,435,-510
8218,483,-445
5650,326,-215
5720,324,-127
5972,332,-37
5033,275,48
7412,395,-499
8397,439,-431
9676,496,-341
10663,535,-206
5695,280,-19
5085,245,63
7577,356,-488
8396,386,-406
10023,449,-324
10635,466,-173
10652,455,-3
5059,211,78
