x,y,z
2072,1011,187
2088,1021,225
2085,1022,262
2081,1024,299
2090,1032,338
2093,1038,377
2104,1014,180
2111,1020,217
2111,1023,255
2105,1023,292
2102,1026,329
2104,1031,368
2124,1012,171
2141,1022,210
2140,1024,247
2130,1022,284
2129,1026,322
2128,1029,361
2156,1014,163
2160,1018,201
2158,1020,239
2162,1025,277
2150,1022,314
2152,1027,353
2180,1013,155
2189,1019,193
2187,1020,231
2179,1019,269
2176,1021,307
2160,1018,343
2203,1011,146
2213,1017,185
2217,1021,224
2206,1018,261
2206,1021,300
2207,1026,340
2235,1012,138
2240,1016,177
2241,1018,215
2238,1019,254
2236,1021,293
2239,1026,333
2253,1007,129
2274,1017,169
2271,1018,208
2263,1016,246
2268,1022,286
2265,1023,326
2291,1009,120
2298,1013,160
2299,1016,199
2301,1018,239
2295,1019,279
2299,1023,319
2321,1008,112
2333,1014,152
2332,1015,192
2335,1019,232
2330,1019,272
2334,1024,313
2357,1009,103
2372,1016,144
2373,1018,184
2365,1016,224
2364,1018,265
2365,1022,306
2392,1008,94
2402,1013,135
2402,1015,176
2397,1014,216
2402,1018,258
2401,1021,299
2434,1010,86
2441,1014,127
2437,1013,168
2443,1017,210
2436,1017,251
2440,1021,293
2467,1008,77
2474,1012,118
2473,1012,160
2475,1014,202
2477,1017,244
2480,1021,287
2506,1008,68
2513,1011,110
2520,1015,153
2515,1014,194
2512,1014,237
2509,1015,279
2549,1008,59
2560,1013,102
2560,1014,144
2555,1012,187
2549,1012,229
2554,1016,273
