x,y,z
2244,1349,306
2772,1674,430
2975,1805,519
3061,1867,593
3068,1883,654
3077,1901,718
2185,1306,287
2602,1562,391
0,0,0
3067,1859,578
3070,1871,638
3077,1888,701
2177,1293,275
2370,1413,344
2686,1608,440
2861,1722,524
3067,1856,621
3074,1872,683
2169,1280,263
2420,1433,339
2607,1550,414
2453,1466,436
2692,1618,531
3076,1860,667
2162,1267,252
2198,1292,296
2595,1532,398
2346,1391,405
2556,1524,490
3073,1843,649
2166,1260,241
2188,1277,284
2779,1628,413
2344,1379,392
2367,1400,441
3080,1832,634
2169,1251,231
2177,1260,272
2899,1684,415
2399,1400,389
2344,1375,424
2726,1608,546
2168,1241,220
2181,1252,261
2265,1305,313
2375,1374,372
2368,1377,416
2496,1459,486
2164,1228,209
2179,1240,250
2189,1250,291
2369,1359,359
2367,1364,403
2429,1407,460
2168,1220,198
2175,1228,238
2164,1225,277
2362,1343,346
2371,1354,391
2381,1367,438
2169,1210,188
2172,1215,227
2177,1221,267
2173,1224,307
2369,1339,379
2378,1352,425
2163,1195,177
2177,1206,217
2174,1208,256
2161,1205,294
2365,1324,366
2380,1339,413
2168,1187,167
2180,1196,207
2171,1195,245
2159,1192,283
2206,1223,330
2380,1325,400
2165,1173,156
2172,1180,195
2175,1185,235
2169,1185,273
2160,1185,312
2381,1312,388
2157,1157,146
2175,1169,185
2175,1172,224
2176,1176,263
2158,1171,300
2360,1286,372
2159,1146,136
2176,1158,175
2173,1159,213
2177,1164,253
2151,1154,289
2196,1183,335
