x,y,z
3765,1383,1971
3564,1332,1959
3367,1281,1945
3185,1235,1932
3014,1193,1921
2853,1154,1911
3778,1401,1970
3575,1349,1959
3363,1291,1936
3196,1251,1933
3024,1208,1921
2867,1171,1915
3791,1419,1969
3598,1370,1964
3383,1311,1940
3212,1268,1935
3034,1222,1921
2877,1184,1914
3809,1439,1970
3608,1385,1961
3413,1333,1949
3224,1283,1935
3048,1238,1922
2891,1199,1916
3826,1458,1969
3629,1405,1963
3434,1352,1952
3239,1299,1935
3067,1254,1925
2905,1214,1917
3857,1481,1975
3654,1426,1966
3454,1370,1954
3251,1314,1933
3082,1270,1925
2919,1228,1917
3877,1500,1974
3672,1443,1966
3470,1387,1952
3280,1334,1939
3095,1283,1923
2933,1242,1916
3906,1522,1977
3697,1463,1967
3489,1403,1952
3302,1352,1942
3119,1302,1928
2952,1257,1918
3934,1543,1979
3726,1484,1970
3517,1423,1955
3326,1370,1943
3139,1317,1928
2973,1273,1920
3963,1565,1979
3751,1503,1970
3543,1443,1957
3353,1389,1947
3165,1335,1932
2992,1287,1920
3999,1588,1983
3777,1522,1970
3571,1462,1958
3373,1404,1945
3190,1352,1933
3018,1304,1924
4031,1609,1983
3816,1545,1975
3603,1482,1962
3404,1423,1948
3218,1370,1937
3041,1320,1925
4078,1636,1991
3844,1564,1974
3634,1501,1963
3431,1441,1949
3241,1385,1936
3065,1335,1925
4120,1661,1994
3881,1586,1977
3668,1522,1965
3464,1460,1952
3275,1404,1940
3092,1351,1926
4162,1685,1997
3919,1608,1979
3707,1543,1969
3492,1477,1951
3302,1421,1940
3122,1368,1929
4206,1709,1999
3968,1634,1985
3736,1561,1967
3533,1499,1957
3338,1440,1944
3150,1384,1930
