x,y,z
0,0,0
0,0,0
2926,-781,-781
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2855,-738,-761
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2894,-733,-790
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3880,-915,-746
0,0,0
0,0,0
0,0,0
3375,-794,-760
0,0,0
3901,-905,-726
3993,-920,-666
0,0,0
3213,-749,-766
3435,-794,-751
0,0,0
3987,-909,-716
4000,-906,-642
4086,-920,-579
3299,-755,-764
3514,-797,-745
3826,-862,-736
4026,-901,-698
4000,-889,-618
3994,-882,-542
3385,-760,-762
0,0,0
3893,-861,-725
4009,-880,-670
3995,-871,-592
4001,-867,-519
3456,-761,-755
3714,-811,-739
3989,-865,-718
4045,-870,-651
4240,-906,-603
4258,-905,-527
3525,-760,-747
3789,-811,-731
4082,-867,-709
4315,-910,-668
4400,-921,-600
4500,-937,-531
3607,-761,-742
3880,-812,-724
4189,-871,-702
4450,-918,-663
4564,-936,-595
4631,-943,-519
