x,y,z
2048,1044,502
2057,1056,545
2057,1063,586
2050,1068,627
5405,2840,1769
5357,2841,1870
2024,1026,484
2055,1048,532
2049,1052,571
2049,1060,614
2053,1071,658
5385,2836,1843
2027,1021,472
2053,1040,519
2054,1048,560
2050,1053,601
2060,1067,647
5474,2861,1837
2029,1015,461
2055,1034,507
2055,1040,547
2049,1045,588
2061,1059,634
2063,1070,678
2035,1011,450
2054,1026,494
2057,1034,535
2057,1041,577
2057,1049,619
2049,1053,660
2060,1016,443
2068,1025,485
2061,1028,523
2053,1031,563
2056,1040,605
2066,1054,651
2046,1001,428
2084,1025,476
2074,1026,514
2063,1027,552
2060,1033,593
2070,1046,639
2071,1005,421
2071,1010,460
2079,1020,502
2079,1026,543
2071,1029,583
2075,1039,626
2099,1010,414
2090,1011,452
2078,1010,489
2075,1015,529
2085,1027,573
2074,1029,612
2116,1009,405
2108,1010,443
2090,1007,479
2075,1006,516
2079,1014,558
2091,1027,603
2131,1008,395
2122,1008,433
2111,1008,471
2098,1007,508
2082,1006,545
2081,1012,587
2166,1015,389
2127,1001,422
2131,1008,463
2109,1003,498
2102,1006,537
2088,1006,575
2188,1015,380
2178,1015,419
2156,1009,455
2134,1005,491
2127,1007,530
2106,1003,566
2205,1013,370
2190,1010,408
2171,1006,445
2159,1006,483
2148,1006,522
2134,1006,561
2225,1012,361
2218,1013,400
2201,1009,438
2180,1005,475
2166,1004,513
2155,1005,552
2251,1013,352
2252,1017,393
2217,1005,428
2209,1007,468
2194,1005,506
2177,1003,544
