x,y,z
2612,475,-113
2878,524,-80
2846,520,-34
2832,520,9
2825,520,54
2813,520,98
2567,485,-116
2871,543,-84
2842,540,-39
2842,541,5
2826,540,49
2834,544,94
2552,500,-120
2810,552,-88
2832,558,-44
2844,562,0
2829,561,44
2832,564,88
2540,516,-124
2734,556,-91
2827,577,-49
2849,583,-5
2828,581,39
2841,585,84
2483,522,-127
2545,536,-90
2502,528,-49
2838,600,-11
2838,602,33
2841,605,78
2412,524,-128
2485,541,-93
2481,541,-54
2703,591,-16
2829,620,27
2834,623,72
2390,536,-133
2441,548,-97
2445,551,-58
2478,559,-20
2832,641,21
2837,644,66
2303,533,-133
2408,558,-101
2388,554,-63
2441,568,-25
2838,662,14
2837,664,59
2240,535,-136
2399,573,-107
2325,556,-67
2451,587,-32
2914,700,8
2841,684,52
2230,548,-141
2320,571,-110
2311,569,-72
2434,600,-38
2711,670,0
2844,705,45
2227,563,-147
2312,585,-116
2406,609,-82
2370,601,-43
2491,633,-6
2840,723,38
2233,580,-154
2296,597,-121
2360,614,-87
2348,612,-49
2470,644,-12
2844,744,30
2273,607,-163
2303,615,-128
2357,630,-94
2340,626,-56
2484,665,-19
2852,765,22
2555,700,-192
2259,619,-133
2406,660,-103
2328,638,-62
2479,681,-27
2844,783,14
2780,781,-217
2244,631,-139
2308,649,-106
2310,650,-69
2437,686,-34
2718,767,5
2786,803,-227
2247,647,-147
2305,664,-113
2312,666,-76
2361,681,-40
2922,844,-3
