x,y,z
1893,591,-853
1990,616,-851
2084,640,-845
2188,667,-839
2294,695,-832
2416,728,-827
1869,586,-858
1956,608,-852
2051,633,-847
2149,659,-841
2254,686,-834
2375,719,-830
1838,580,-859
1928,603,-855
2006,622,-844
2112,650,-842
2215,677,-836
2329,708,-831
1806,573,-859
1896,596,-857
1984,618,-850
2080,643,-845
2177,668,-837
2286,697,-831
1783,568,-862
1868,590,-859
1954,611,-853
2041,633,-845
2144,661,-841
2256,690,-837
1754,561,-863
1843,584,-862
1925,604,-855
2019,629,-851
2109,652,-842
2220,682,-839
1730,556,-865
1813,576,-862
1895,597,-856
1985,620,-851
2082,645,-846
2182,671,-840
1709,551,-869
1788,571,-864
1868,591,-858
1955,613,-853
2045,635,-846
2148,663,-842
0,0,0
1764,565,-867
1840,583,-860
1925,605,-854
2017,628,-849
2119,655,-845
0,0,0
0,0,0
1822,579,-865
1898,598,-856
1986,620,-850
2085,646,-846
0,0,0
0,0,0
1792,571,-864
1875,591,-859
1949,609,-848
2053,636,-847
0,0,0
0,0,0
1769,564,-867
1850,584,-861
1931,604,-854
2025,628,-850
0,0,0
0,0,0
1747,558,-869
1824,577,-862
1906,597,-856
1998,620,-852
0,0,0
0,0,0
1722,551,-869
1801,570,-864
1881,589,-858
1974,613,-855
0,0,0
0,0,0
0,0,0
1776,562,-865
1852,580,-857
1941,603,-853
0,0,0
0,0,0
0,0,0
1758,556,-869
1835,575,-862
1917,595,-856
