x,y,z
10574,584,1146
10563,576,1306
10553,568,1467
10539,560,1628
10523,552,1791
10482,543,1949
10581,570,1073
10568,562,1232
10558,555,1393
10536,546,1554
10529,539,1716
10490,530,1874
5001,262,472
10575,548,1159
10556,539,1318
10544,532,1479
10539,525,1642
10517,517,1803
4997,254,437
10572,531,1085
10560,524,1245
10553,516,1406
10540,509,1567
10525,502,1728
5000,247,403
5005,243,479
10570,507,1172
10550,499,1332
10534,492,1492
10534,485,1655
4997,238,369
5012,235,446
10564,489,1099
10558,482,1260
10546,474,1420
10533,467,1581
5003,229,335
5009,226,411
10590,471,1030
10562,463,1188
10545,455,1347
10543,449,1508
5011,220,303
5012,216,378
5003,213,452
10567,443,1117
10554,435,1275
10547,428,1435
5011,209,269
5012,206,344
5003,202,418
10540,420,1041
10555,414,1203
10550,407,1363
5014,199,236
5016,195,310
5006,192,385
5004,188,460
10555,391,1131
10553,385,1290
5016,187,203
5012,184,277
5016,181,352
5011,178,427
10550,368,1059
10557,361,1219
5020,176,170
5026,173,245
5005,169,318
5011,166,394
5011,163,469
10556,337,1148
5019,163,137
5024,160,212
5016,157,286
5013,153,361
5003,150,435
10530,310,1074
5020,151,105
5029,148,180
5015,144,253
5007,141,328
5003,137,402
5020,135,478
5022,137,72
5023,134,147
5023,131,221
5017,128,295
5010,124,370
5017,122,445
5029,123,41
5021,120,114
5019,117,188
5017,114,263
5011,110,337
5013,108,412
