x,y,z
0,0,0
0,0,0
1694,773,-874
1771,797,-867
1849,821,-859
1947,854,-857
0,0,0
0,0,0
1680,765,-875
1750,786,-866
1831,811,-860
1932,845,-860
0,0,0
0,0,0
1664,757,-876
1741,780,-870
1815,802,-861
1911,834,-860
0,0,0
0,0,0
1644,746,-873
1723,770,-870
1800,794,-863
1887,821,-858
0,0,0
0,0,0
1635,740,-877
1710,763,-871
1789,787,-865
1864,809,-856
0,0,0
0,0,0
1622,732,-878
1693,753,-870
1774,777,-866
1857,803,-860
0,0,0
0,0,0
0,0,0
1690,749,-876
1760,769,-867
1841,793,-860
0,0,0
0,0,0
0,0,0
1673,738,-874
1745,759,-866
1828,784,-862
0,0,0
0,0,0
0,0,0
1662,730,-875
1736,751,-868
1817,776,-863
0,0,0
0,0,0
0,0,0
1650,722,-875
1727,744,-871
1808,768,-865
0,0,0
0,0,0
0,0,0
1638,713,-875
1714,734,-870
1794,758,-865
0,0,0
0,0,0
0,0,0
1633,707,-878
1707,727,-872
1784,749,-866
0,0,0
0,0,0
0,0,0
1623,698,-878
1701,720,-874
1777,741,-868
0,0,0
0,0,0
0,0,0
1615,691,-878
1683,708,-870
1765,731,-867
0,0,0
0,0,0
0,0,0
1607,682,-878
1678,701,-872
1755,722,-867
0,0,0
0,0,0
0,0,0
0,0,0
1672,693,-873
1747,713,-868
