x,y,z
5119,-233,-593
5111,-231,-504
5099,-229,-414
5093,-227,-326
5087,-224,-239
5090,-223,-152
5112,-217,-559
5109,-215,-470
5098,-213,-382
5095,-211,-294
5086,-208,-207
5097,-207,-121
5114,-201,-527
5107,-199,-438
5097,-196,-349
5090,-194,-262
5086,-192,-175
5086,-190,-89
5115,-184,-494
5108,-182,-406
5102,-180,-318
5090,-177,-231
5081,-174,-144
5097,-173,-58
5112,-167,-462
5104,-165,-374
5097,-162,-286
5094,-159,-200
5092,-157,-114
5096,-155,-28
5109,-149,-429
5104,-147,-342
5097,-144,-255
5092,-141,-169
5087,-139,-83
5402,-145,2
5112,-132,-399
5102,-129,-311
5097,-126,-224
5088,-123,-138
5094,-120,-53
7788,-180,49
5105,-113,-367
5105,-110,-280
5098,-107,-194
5091,-104,-108
5180,-103,-23
5324,-103,64
5110,-94,-336
5102,-91,-250
5090,-88,-164
5092,-85,-79
5324,-85,6
7784,-120,139
5108,-74,-306
5099,-71,-220
5092,-68,-135
5085,-65,-49
5315,-64,36
7915,-91,186
5103,-54,-276
5102,-51,-190
5093,-48,-105
5261,-46,-21
7888,-64,99
8072,-60,236
5111,-34,-247
5101,-31,-161
5093,-27,-76
5399,-25,8
7806,-31,142
8137,-27,283
5109,-13,-218
5101,-9,-132
5092,-6,-47
7801,-4,56
7900,1,188
8171,7,330
5106,8,-188
5103,11,-103
5149,15,-19
7860,29,100
8529,39,250
8536,45,392
5109,30,-160
5107,33,-75
5629,41,9
7790,63,142
8531,76,296
8535,83,437
5067,51,-131
5023,55,-47
5020,59,35
5020,63,118
5005,67,200
5016,71,283
