x,y,z
2095,851,-595
2106,851,-558
2098,843,-515
2092,836,-474
2093,833,-435
2082,826,-395
2099,863,-611
2106,860,-571
2106,856,-531
2105,851,-491
2091,841,-448
2090,838,-409
2101,874,-626
2100,868,-584
2104,864,-544
2104,860,-504
2096,852,-462
2092,847,-423
2109,887,-643
2098,876,-598
2105,874,-559
2107,870,-518
2107,865,-478
2095,857,-437
2091,889,-653
2103,887,-614
2107,884,-573
2109,879,-533
2111,876,-493
2094,865,-450
2099,901,-670
2096,894,-626
2110,894,-588
2106,887,-546
2106,882,-505
2095,873,-463
2094,908,-683
2108,908,-645
2105,900,-601
2103,894,-559
2105,890,-519
2119,891,-482
2105,922,-702
2104,915,-658
2101,907,-614
2102,902,-573
2101,896,-531
2103,892,-491
2100,929,-715
2109,926,-674
2097,914,-627
2105,911,-587
2114,910,-548
2111,903,-507
2104,939,-732
2113,935,-690
2090,919,-640
2110,921,-603
2108,914,-561
2113,911,-521
2102,947,-747
2113,944,-705
2104,932,-658
2113,930,-618
2109,922,-574
2120,922,-536
2113,960,-766
2115,952,-721
2195,980,-702
2104,933,-629
2119,933,-591
2121,929,-550
2159,989,-798
2112,959,-735
2120,955,-693
2191,979,-670
2104,934,-601
2111,931,-561
2161,997,-814
2110,965,-749
2113,958,-704
2104,947,-658
2094,936,-611
2108,936,-573
2172,1010,-835
2115,975,-766
2113,965,-719
2168,983,-692
2113,951,-631
2099,938,-585
2123,995,-831
2162,1003,-798
2118,974,-735
2119,967,-691
2097,949,-640
2097,943,-597
