x,y,z
6044,3037,2115
5617,2850,2090
5234,2684,2066
4879,2530,2040
4570,2400,2023
4283,2279,2003
6159,3090,2122
5723,2898,2097
5328,2726,2072
4960,2566,2045
4644,2432,2026
4352,2309,2008
6254,3131,2119
5833,2947,2103
5423,2768,2077
5050,2605,2051
4729,2469,2033
4423,2338,2011
2051,1024,683
5951,2998,2111
5534,2816,2086
5141,2644,2056
4804,2499,2035
4502,2371,2017
2048,1020,670
6083,3056,2122
5635,2858,2090
5245,2688,2065
4891,2535,2040
4585,2405,2024
2046,1016,658
6198,3103,2124
5757,2909,2099
5342,2728,2069
4985,2573,2047
4666,2437,2028
2056,1017,649
6254,3120,2106
5879,2960,2107
5460,2776,2079
5082,2612,2053
4753,2471,2033
2068,1019,640
2065,1026,682
6008,3012,2116
5567,2818,2084
5185,2652,2060
4846,2507,2040
2074,1018,629
2066,1022,670
6144,3066,2124
5686,2864,2092
5300,2697,2070
4937,2540,2044
2083,1018,619
2073,1021,659
6235,3096,2116
5817,2916,2102
5410,2738,2076
5033,2575,2048
2093,1017,609
2087,1022,651
2073,1024,690
5947,2964,2110
5524,2780,2083
5145,2617,2058
2085,1009,594
2098,1022,641
2076,1020,678
6096,3021,2122
5643,2823,2089
5256,2657,2065
2077,999,579
2108,1022,631
2078,1015,665
6197,3053,2117
5773,2870,2098
5370,2696,2073
2094,1002,571
2118,1020,620
2101,1020,659
6313,3090,2114
5912,2920,2109
5502,2744,2085
2099,998,559
2126,1018,609
2117,1021,650
2078,1010,682
6055,2970,2118
5618,2782,2089
2114,999,550
2119,1008,594
2127,1019,639
2115,1021,680
6200,3019,2126
5750,2826,2097
