x,y,z
2325,942,-126
2349,952,-89
2502,1013,-53
2500,1013,-12
2506,1016,29
2511,1018,70
2301,949,-133
2447,1009,-100
2459,1013,-60
2461,1014,-19
2464,1016,20
2471,1019,61
2242,941,-137
2371,995,-105
2411,1011,-67
2426,1017,-27
2416,1013,12
2426,1018,52
2235,955,-144
2328,993,-111
2378,1014,-74
2380,1015,-35
2378,1014,4
2392,1021,44
2238,972,-153
2261,981,-116
2339,1014,-81
2344,1016,-42
2348,1018,-3
2352,1020,35
2273,1004,-164
2246,990,-124
2302,1014,-88
2310,1017,-50
2314,1019,-11
2318,1021,27
2197,986,-167
2268,1016,-134
2274,1018,-96
2273,1017,-57
2281,1020,-19
2285,1022,18
2220,1012,-177
2237,1018,-140
2235,1016,-102
2242,1018,-65
2240,1017,-27
2258,1025,10
2184,1011,-183
2200,1017,-147
2205,1018,-110
2210,1019,-72
2217,1022,-35
2222,1024,1
2159,1015,-190
2171,1018,-154
2175,1018,-117
2183,1021,-80
2184,1021,-43
2193,1026,-6
2122,1012,-195
2143,1020,-160
2147,1020,-124
2152,1021,-87
2158,1024,-51
2163,1026,-14
2081,1007,-201
2116,1021,-167
2122,1023,-131
2121,1021,-95
2127,1023,-59
2137,1027,-23
2075,1018,-209
2101,1028,-175
2102,1027,-139
2102,1026,-103
2114,1030,-67
2127,1036,-31
2099,1045,-221
2106,1045,-185
2106,1043,-148
2102,1039,-111
2113,1044,-76
2120,1046,-39
2092,1055,-229
2106,1059,-194
2108,1058,-157
2106,1055,-121
2099,1050,-84
2100,1050,-48
2196,1122,-251
2124,1082,-205
2112,1074,-167
2105,1068,-130
2108,1068,-93
2120,1073,-57
