x,y,z
4202,859,1997
3970,830,1980
3761,805,1969
3565,782,1957
3450,777,1986
3211,742,1938
4157,873,1992
3937,845,1980
3731,820,1969
3535,796,1957
3411,788,1980
3177,754,1933
4119,888,1990
3908,862,1981
3697,834,1967
3502,810,1954
3351,794,1960
3154,768,1935
4086,904,1989
3870,875,1977
3666,849,1965
3465,821,1948
3326,809,1960
3120,779,1928
4047,918,1985
3839,890,1976
3633,862,1962
3444,837,1950
3277,816,1946
3101,793,1931
4017,934,1984
3809,905,1974
3609,877,1962
3447,858,1966
3241,827,1938
3074,805,1927
3987,949,1982
3779,919,1972
3582,891,1960
3438,876,1973
3213,839,1934
3047,817,1923
3953,964,1978
3753,934,1970
3552,904,1957
3440,897,1987
3193,853,1934
3034,832,1927
3928,979,1977
3732,950,1971
3538,921,1960
3398,906,1975
3167,865,1930
3009,843,1923
3908,996,1978
3708,965,1970
3507,933,1954
3366,916,1967
3146,878,1929
2992,856,1923
3886,1012,1978
3687,981,1969
3476,945,1947
3341,929,1963
3128,891,1928
2975,869,1924
3864,1028,1977
3658,993,1964
3460,960,1948
3292,935,1944
3115,906,1929
2951,880,1918
3841,1043,1974
3639,1008,1962
3452,977,1953
3275,948,1943
3092,917,1924
2940,894,1920
3820,1058,1972
3625,1025,1963
3448,996,1959
3247,959,1935
3076,930,1923
2920,905,1915
3801,1074,1970
3603,1038,1959
3444,1014,1965
3229,972,1933
3064,944,1924
2912,920,1918
3790,1091,1971
3590,1054,1959
3452,1035,1977
3219,987,1934
3052,958,1924
2899,933,1917
