x,y,z
7806,-16,120
8205,-14,264
8126,-11,399
10554,-12,696
10551,-8,875
10542,-4,1054
7872,-14,176
8135,-12,319
8123,-9,455
10550,-7,771
10545,-3,951
10533,1,1130
8232,-12,242
8119,-8,375
10543,-6,666
10554,-2,845
10539,2,1024
10530,7,1204
8131,-8,295
8133,-4,432
10553,0,740
10544,4,919
10533,10,1098
10519,15,1278
8138,-3,353
10498,0,632
10547,6,814
10538,12,993
10518,18,1171
10514,24,1352
8169,1,411
10548,8,708
10555,14,888
10535,21,1066
10518,28,1245
10513,35,1426
8204,8,470
10541,17,782
10545,24,962
10533,31,1140
10517,39,1320
10499,46,1499
10548,20,677
10557,28,856
10539,35,1035
10530,43,1215
10516,51,1395
10513,59,1576
10548,31,750
10551,39,930
10541,47,1108
10530,56,1288
10517,64,1469
10508,73,1651
10549,44,824
10556,52,1004
10540,61,1183
10527,70,1363
10515,79,1544
10500,88,1725
10562,57,898
10550,66,1077
10541,75,1256
10519,85,1435
10507,94,1616
10498,104,1799
10556,72,971
10547,81,1149
10536,91,1329
10516,101,1509
10511,111,1691
10480,122,1870
10553,88,1043
10544,98,1222
10530,108,1401
10517,119,1582
10505,129,1764
10469,140,1943
10549,105,1115
10541,115,1295
10529,126,1475
10511,137,1655
10488,149,1835
10472,160,2017
10546,123,1187
10537,134,1366
10522,145,1546
10506,157,1727
10502,169,1911
10459,181,2089
10540,142,1258
10531,154,1438
10519,166,1618
10502,178,1800
10469,190,1979
10457,203,2163
