x,y,z
0,0,0
0,0,0
1993,-1116,730
1998,-1129,777
2000,-1142,825
4689,-2706,2045
0,0,0
0,0,0
1974,-1095,726
1998,-1119,780
2000,-1131,827
4679,-2675,2046
0,0,0
0,0,0
0,0,0
1998,-1108,782
2001,-1120,829
4667,-2642,2044
0,0,0
0,0,0
0,0,0
1982,-1088,777
2010,-1114,835
4662,-2612,2046
0,0,0
0,0,0
0,0,0
0,0,0
2006,-1100,834
4647,-2576,2042
0,0,0
0,0,0
0,0,0
0,0,0
1991,-1080,829
4643,-2545,2042
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4628,-2507,2036
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4620,-2474,2033
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4610,-2438,2028
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4595,-2400,2021
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
