x,y,z
3555,407,-60
3825,441,-4
5034,585,72
5028,589,151
5029,594,229
5026,599,308
3584,435,-59
3739,458,-3
4142,511,60
4320,537,131
5015,628,230
5022,634,309
3602,464,-58
3707,480,-2
4385,572,65
4256,559,129
4938,654,228
5026,671,311
0,0,0
5516,755,-3
7817,1076,116
10898,1511,333
10829,1512,501
11164,1570,692
5143,737,-83
5478,789,-3
7596,1100,113
3203,467,97
10887,1597,503
3189,471,197
5177,779,-85
3240,490,-2
7582,1153,112
3245,496,98
8353,1286,385
8353,1294,516
5198,819,-86
7624,1208,-8
7613,1212,110
2722,435,82
8368,1347,383
2716,440,167
2612,430,-44
2625,434,-3
2623,436,37
2617,437,78
2618,440,119
2605,440,159
2754,474,-48
2810,486,-5
2858,496,39
2838,495,83
2831,497,127
2820,497,171
2830,508,-51
2835,511,-7
2839,513,37
2833,515,81
2825,516,125
2822,518,169
2828,528,-53
2830,530,-9
2833,533,35
2836,536,79
2825,536,123
2829,539,168
2782,540,-54
2833,551,-11
2833,553,32
2830,555,77
2818,555,121
2832,560,166
2783,560,-57
2831,571,-14
2840,575,30
2843,578,74
2823,576,118
2825,579,163
2509,523,-54
2830,592,-17
2839,596,27
2843,599,71
2833,599,116
2831,601,160
2452,529,-56
2754,596,-19
2839,616,24
2848,620,68
2846,622,113
2834,622,157
2450,547,-59
2533,567,-21
2833,636,20
2840,639,65
2841,642,109
2842,644,154
