x,y,z
5007,54,123
5024,52,196
8562,86,460
10531,101,721
10559,97,878
10551,93,1033
5016,50,88
8486,82,272
8533,80,399
10548,94,648
10543,90,803
10556,87,959
5036,47,53
8126,72,205
8538,73,340
8626,70,469
10545,82,729
10561,79,886
5067,42,19
7783,62,142
8539,65,281
8543,62,406
10469,73,651
10543,70,811
5491,40,-16
5181,36,59
8342,55,216
8541,54,347
10107,60,558
10548,60,737
5097,31,-50
5535,32,25
7793,43,149
8538,44,287
8534,42,412
10548,48,663
5099,25,-85
5195,24,-12
5365,23,65
8347,33,223
8419,31,348
10593,36,592
5097,18,-120
5098,16,-46
7835,23,42
7806,20,155
8235,19,284
8207,17,402
5099,10,-155
5100,9,-81
5376,8,-7
7798,9,102
8139,7,224
8158,5,344
5102,2,-190
5098,1,-115
5093,0,-41
7800,-2,48
7814,-4,162
8157,-6,287
5103,-6,-224
5094,-7,-150
5095,-8,-76
5400,-10,-2
7798,-17,109
8237,-20,234
5108,-15,-259
5095,-16,-184
5093,-18,-110
5089,-19,-37
5402,-21,38
7821,-33,169
5106,-25,-294
5100,-26,-219
5094,-27,-145
5092,-29,-71
5373,-31,2
7766,-47,115
5113,-36,-329
5105,-37,-254
5094,-38,-179
5085,-39,-105
5082,-40,-32
5312,-43,43
5117,-47,-364
5109,-48,-289
5100,-49,-214
5087,-50,-139
5080,-51,-66
5321,-54,7
5116,-59,-398
5114,-60,-323
5099,-60,-248
5090,-61,-174
5079,-62,-100
5114,-63,-26
