x,y,z
2830,490,-67
2876,500,-23
2841,496,21
2832,497,65
2821,497,109
2817,499,153
2827,510,-69
2834,513,-25
2838,516,18
2832,517,63
2830,519,107
2813,518,151
2832,532,-72
2832,533,-28
2840,537,16
2842,539,60
2824,538,104
2832,542,149
2820,550,-75
2831,554,-31
2839,557,13
2840,560,57
2829,560,101
2830,562,146
2744,555,-76
2833,575,-34
2843,579,9
2842,581,54
2829,580,98
2838,585,143
2508,526,-73
2626,552,-35
2832,597,5
2846,602,50
2836,602,95
2837,605,139
2441,530,-75
2487,541,-37
2837,619,1
2848,623,46
2841,624,91
2830,624,135
2453,550,-79
2468,555,-40
2830,638,-2
2843,642,42
2849,646,87
2829,644,131
2364,547,-80
2459,570,-44
2647,616,-6
2844,663,37
2848,666,82
2835,665,127
2310,552,-82
2388,571,-47
2465,591,-10
2901,697,33
2838,684,77
2839,687,122
2311,569,-87
2357,581,-51
2454,606,-14
2896,717,28
2901,720,74
2852,710,118
2383,604,-94
2339,593,-55
2459,625,-19
2888,736,22
2912,744,68
2852,730,112
2388,622,-99
2325,607,-60
2463,644,-24
2886,756,16
2899,761,62
2863,753,107
2379,637,-104
2316,621,-65
2458,660,-30
2870,772,10
2902,782,56
2866,775,101
2324,640,-107
2319,639,-70
2430,670,-35
2614,722,3
2911,806,50
2928,812,97
2293,648,-112
2322,656,-76
2382,674,-40
2565,727,-2
2899,823,43
2917,830,90
