x,y,z
1870,-54,-850
1960,-54,-851
2039,-54,-844
2131,-53,-841
2212,-52,-830
2312,-52,-825
1847,-60,-853
1930,-60,-852
2006,-60,-845
2098,-60,-842
2180,-59,-833
2279,-59,-828
1823,-66,-856
1902,-66,-853
1978,-66,-847
2059,-66,-841
2148,-66,-836
2238,-66,-828
1795,-72,-856
1874,-72,-855
1953,-72,-850
2025,-72,-841
2117,-72,-838
2211,-73,-833
0,0,0
0,0,0
1930,-79,-854
2006,-79,-847
2089,-79,-841
2181,-80,-836
0,0,0
0,0,0
1896,-84,-852
1977,-85,-848
2054,-85,-840
2148,-86,-837
0,0,0
0,0,0
1875,-91,-856
1952,-92,-851
2026,-92,-842
2121,-93,-840
0,0,0
0,0,0
1852,-97,-858
1927,-98,-853
2001,-99,-845
2085,-100,-839
0,0,0
0,0,0
1821,-103,-856
1903,-104,-854
1975,-105,-846
2058,-107,-841
0,0,0
0,0,0
1810,-110,-863
1873,-110,-854
1953,-112,-849
2028,-113,-841
0,0,0
0,0,0
0,0,0
1854,-117,-857
1929,-119,-851
2011,-120,-847
0,0,0
0,0,0
0,0,0
1827,-123,-856
1904,-125,-852
1984,-127,-848
0,0,0
0,0,0
0,0,0
1812,-130,-861
1881,-132,-854
1961,-134,-850
0,0,0
0,0,0
0,0,0
1790,-136,-862
1861,-138,-856
1941,-141,-852
0,0,0
0,0,0
0,0,0
0,0,0
1837,-145,-856
1917,-148,-853
0,0,0
0,0,0
0,0,0
1744,-148,-861
1826,-152,-862
1896,-154,-855
